home/name,away/name,home/gk_0,home/df_0,home/df_1,home/df_2,home/df_3,home/df_4,home/mf_0,home/mf_1,home/mf_2,home/mf_3,home/mf_4,home/fw_0,home/fw_1,home/fw_2,away/gk_0,away/df_0,away/df_1,away/df_2,away/df_3,away/mf_0,away/mf_1,away/mf_2,away/mf_3,away/mf_4,away/fw_0,away/fw_1,away/fw_2,home_result,season
West Ham United,Brentford,37096,55459,103192,164555,40669.0,,217593,178186,172841,215439.0,204480.0,57531,,,154561,231065,61810,48760,,194010,128295,174932,428580.0,432160.0,144485,446008.0,,lose,2021/22
Tottenham Hotspur,Aston Villa,37915,199249,241157,93264,221632.0,,209042,132015,85971,95715.0,231372.0,78830,,,98980,199798,149484,123354,,199796,169359,230046,122806.0,232653.0,84939,178301.0,,win,2021/22
Crystal Palace,Leicester City,40836,55494,244723,209036,174874.0,,66975,50471,232787,,,80146,82403.0,199670.0,17745,218031,40146,93100,166477.0,201666,166989,197469,219352.0,,101668,173515.0,,draw,2021/22
Brentford,Chelsea,154561,231065,61810,48760,,,194010,128295,174932,207283.0,428580.0,144485,446008.0,,228286,204727,180736,135363,,172850,116594,91651,126187.0,41328.0,66749,165153.0,,lose,2021/22
Southampton,Leeds United,58376,244560,441191,450527,171771.0,,78056,431131,96787,240143.0,,83283,440323.0,,437495,55914,149915,222694,,173821,87873,72222,221610.0,,221399,80954.0,200617.0,win,2021/22
Norwich City,Brighton and Hove Albion,20480,232980,83428,83312,438277.0,189627.0,179276,212325,78607,,,57127,215476.0,,215059,83299,61933,78916,,179268,60307,39155,243505.0,111478.0,115382,116216.0,,draw,2021/22
Manchester City,Burnley,164484,97299,126184,121145,146941.0,,220566,61366,165809,,,103955,103025.0,209244.0,98747,68983,17761,432830,39487.0,40145,172782,433154,60551.0,,60689,149519.0,,win,2021/22
Leicester City,Manchester United,17745,218031,37642,155569,,,166989,111931,166477,225902.0,,101668,172780.0,173515.0,51940,184667,95658,106760,214590.0,74208,141746,220688,209243.0,62398.0,14937,,,win,2021/22
Aston Villa,Wolverhampton Wanderers,98980,199798,149484,180804,,,199796,169359,230046,122806.0,,84939,195546.0,178301.0,149065,94147,214048,107613,,111291,171317,200402,19624.0,,184754,151589.0,159533.0,lose,2021/22
Watford,Liverpool,9089,38290,131304,155651,41338.0,54484.0,45268,230251,244716,69143.0,,232185,,,200720,97032,122798,60914,169187.0,15157,175592,56979,,,92217,110979.0,118748.0,lose,2021/22
Newcastle United,Tottenham Hotspur,59735,58845,101148,56983,109528.0,,180974,170137,153127,200089.0,180135.0,75115,,,37915,199249,241157,93264,221632.0,209042,132015,85971,95715.0,231372.0,78830,,,lose,2021/22
Everton,West Ham United,111234,106611,101188,198826,59949.0,,119765,60252,121599,153133.0,,172632,57134.0,,37096,222018,55459,103192,40669.0,217593,178186,172841,215439.0,204480.0,57531,,,lose,2021/22
Arsenal,Crystal Palace,225321,192895,198869,226597,223723.0,,167199,223340,184029,209289.0,195735.0,54694,,,40836,55494,244723,209036,174874.0,66975,80146,50471,199670.0,232787.0,54861,,,draw,2021/22
Brighton and Hove Albion,Manchester City,215059,83299,78916,111478,,,179268,109345,60307,39155.0,243505.0,115382,116216.0,,121160,58621,171314,121145,146941.0,59859,220566,165809,,,205651,114283.0,209244.0,lose,2021/22
Southampton,Burnley,58376,244560,441191,450527,171771.0,,78056,96787,240143,20467.0,,83283,440323.0,,98747,68983,103914,17761,432830.0,40145,433154,60551,149519.0,,172782,60689.0,,draw,2021/22
Leeds United,Wolverhampton Wanderers,437495,55914,149915,87873,221610.0,,219961,221399,222694,72222.0,,80954,200617.0,,149065,94147,214048,107613,,448514,200402,19624,151589.0,,102057,184754.0,159533.0,draw,2021/22
Everton,Watford,111234,106611,101188,198826,59949.0,,119765,232826,60252,173807.0,,172632,57134.0,,9089,232391,131304,155651,41338.0,130036,45268,232185,244716.0,69143.0,78007,,,lose,2021/22
Crystal Palace,Newcastle United,40836,55494,244723,209036,174874.0,,66975,50471,232787,,,443661,54861.0,199670.0,59735,58845,101148,56983,111773.0,153127,90105,180135,,,75115,170137.0,,draw,2021/22
Chelsea,Norwich City,228286,180736,102380,51090,,,172850,85955,91651,225796.0,,184341,209046.0,219847.0,20480,83428,83312,438277,,232980,179276,212325,78607.0,189627.0,57127,215476.0,,win,2021/22
Arsenal,Aston Villa,225321,198869,226597,223723,437626.0,,167199,223340,59966,209289.0,437742.0,54694,,,98980,199798,149484,180804,,199796,169359,230046,122806.0,,84939,195546.0,178301.0,win,2021/22
Manchester United,Liverpool,51940,184667,95658,106760,214590.0,,141746,176297,220688,101582.0,195851.0,14937,,,116535,97032,204716,122798,169187.0,15157,175592,56979,,,92217,118748.0,194634.0,lose,2021/22
West Ham United,Tottenham Hotspur,37096,222018,55459,103192,40669.0,,217593,178186,172841,215439.0,204480.0,57531,,,37915,199249,241157,93264,221632.0,209042,132015,85971,95715.0,231372.0,78830,,,win,2021/22
Brentford,Leicester City,154561,231065,61810,48760,,,194010,128295,174932,207283.0,428580.0,144485,446008.0,,17745,218031,37642,155569,,166989,111931,166477,225902.0,,101668,172780.0,173515.0,lose,2021/22
Tottenham Hotspur,Manchester United,37915,241157,93264,221632,115556.0,,209042,132015,85971,200826.0,95715.0,78830,,,51940,184667,95658,90152,,141746,101582,106760,214590.0,195851.0,14937,40720.0,,lose,2021/22
Watford,Southampton,9089,232391,131304,155651,41338.0,,45268,232185,244716,69143.0,,78007,475168.0,,58376,158534,441191,450527,171771.0,78056,101178,83283,96787.0,,155511,200439.0,,lose,2021/22
Newcastle United,Chelsea,59735,58845,101148,56983,111773.0,109528.0,153127,90105,180135,,,75115,170137.0,,228286,102380,135363,51090,,172850,85955,116594,225796.0,,209046,124183.0,219847.0,lose,2021/22
Manchester City,Crystal Palace,121160,58621,171314,121145,146941.0,,220566,61366,165809,,,205651,114283.0,209244.0,40836,55494,244723,209036,174874.0,55037,50471,232787,,,80146,82403.0,199670.0,lose,2021/22
Liverpool,Brighton and Hove Albion,116535,97032,204716,122798,169187.0,,175592,56979,206915,,,92217,110979.0,118748.0,215059,179268,83299,61933,111478.0,109345,423649,227127,39155.0,243505.0,116216,,,draw,2021/22
Burnley,Brentford,98747,68983,103914,17761,51927.0,,60586,172782,433154,60551.0,,60689,149519.0,,240796,231065,61810,48760,,194010,128295,174932,207283.0,428580.0,216620,144485.0,,win,2021/22
Leicester City,Arsenal,17745,218031,37642,155569,,,166989,166477,244619,225902.0,,101668,172780.0,173515.0,225321,198869,226597,223723,437626.0,167199,223340,209289,437742.0,,59966,54694.0,,lose,2021/22
Aston Villa,West Ham United,98980,199796,169359,199798,123354.0,,122806,184704,232653,,,195546,178301.0,215711.0,37096,222018,55459,103192,40669.0,217593,178186,172841,215439.0,204480.0,57531,,,lose,2021/22
Norwich City,Leeds United,20480,232980,466404,83428,438277.0,,212723,171270,179276,78607.0,,57127,215476.0,,437495,55914,149915,222694,,87873,80954,155405,221610.0,,219961,221399.0,200617.0,lose,2021/22
Wolverhampton Wanderers,Everton,149065,94147,214048,107613,,,448514,171317,200402,19624.0,,102057,222564.0,184754.0,111234,194164,106611,198826,59949.0,119765,60252,153133,160987.0,,212319,172632.0,,win,2021/22
Crystal Palace,Wolverhampton Wanderers,40836,55494,244723,209036,174874.0,,55037,50471,232787,,,82403,54861.0,199670.0,149065,94147,214048,107613,,448514,171317,200402,19624.0,,102057,222564.0,184754.0,win,2021/22
Chelsea,Burnley,228286,102380,135363,51090,,,172850,85955,116594,225796.0,,88894,209046.0,219847.0,98747,68983,103914,17761,51927.0,60586,172782,433154,60551.0,,60689,149519.0,,draw,2021/22
Brentford,Norwich City,240796,231065,61810,48760,,,194010,128295,174932,207283.0,204580.0,144485,446008.0,,20480,232980,466404,83312,232937.0,212723,171270,179276,212325.0,78607.0,57127,,,lose,2021/22
Manchester United,Manchester City,51940,184667,197365,95658,,,141746,101582,106760,214590.0,195851.0,14937,220688.0,,121160,58621,171314,97299,121145.0,59859,220566,61366,,,205651,165809.0,209244.0,lose,2021/22
Southampton,Aston Villa,58376,158534,441191,450527,171771.0,,78056,101178,91047,96787.0,,155511,200439.0,,98980,199796,169359,149484,180804.0,122806,195546,184704,193488.0,215711.0,178301,,,win,2021/22
West Ham United,Liverpool,37096,222018,55459,103192,40669.0,,217593,178186,172841,215439.0,204480.0,57531,,,116535,97032,122798,60914,169187.0,116643,56979,81880,,,110979,118748.0,194634.0,win,2021/22
Leeds United,Leicester City,437495,55914,149915,87873,222694.0,,80179,219961,221399,80954.0,155405.0,200617,,,17745,218031,37642,111931,166477.0,166989,203341,225902,,,201666,101668.0,219352.0,draw,2021/22
Everton,Tottenham Hotspur,111234,106611,101188,198826,59949.0,,119765,41823,232826,172632.0,,212319,60252.0,,37915,93264,221632,115556,,199249,209042,132015,241157.0,,85971,78830.0,95715.0,draw,2021/22
Arsenal,Watford,225321,198869,226597,223723,437626.0,,223340,209289,154043,437742.0,,59966,54694.0,,9089,38290,52775,41338,54484.0,130036,45268,232185,230251.0,69143.0,78007,,,win,2021/22
Brighton and Hove Albion,Newcastle United,215059,179268,83299,61933,111478.0,,232792,109345,423649,227127.0,39155.0,116216,,,59735,58845,101148,56983,111773.0,50232,170137,153127,179018.0,,75115,,,draw,2021/22
Wolverhampton Wanderers,West Ham United,149065,94147,214048,107613,,,448514,171317,200402,19624.0,,102057,200600.0,184754.0,37096,222018,55459,103192,60232.0,217593,178186,172841,215439.0,204480.0,57531,,,win,2021/22
Crystal Palace,Norwich City,40836,55494,244723,209036,174874.0,,55037,86417,108413,,,80146,231747.0,199670.0,107265,113564,83312,235546,189627.0,243568,428626,439509,212325.0,78607.0,432735,,,win,2021/22
Newcastle United,Manchester United,67089,119471,101148,111773,109528.0,,180974,50232,170137,90105.0,180135.0,75115,,,51940,95658,90152,216051,152590.0,141746,176297,101582,195851.0,,14937,220688.0,,draw,2021/22
Leicester City,Liverpool,17745,155569,203341,166477,244619.0,,172780,215413,197469,225902.0,,101668,173515.0,,116535,97032,214285,60914,169187.0,116643,56979,81880,,,110979,118748.0,194634.0,win,2021/22
Brentford,Manchester City,240796,231065,61810,228044,,,232247,207283,428580,432160.0,226956.0,216646,144485.0,,121160,171314,126184,121145,146941.0,61366,165809,27789,,,205651,114283.0,209244.0,lose,2021/22
Chelsea,Brighton and Hove Albion,228286,102380,135363,41328,,,85955,91651,176413,225796.0,,66749,184341.0,209046.0,215059,179268,78916,111478,,232792,109345,227127,39155.0,,115382,243016.0,243505.0,draw,2021/22
Manchester United,Burnley,51940,197365,95658,106760,214590.0,,220688,209243,62398,195851.0,,14937,40720.0,,20066,68983,103914,17761,51927.0,40145,60586,433154,60551.0,,60689,17349.0,,win,2021/22
Watford,Tottenham Hotspur,154506,131304,155651,41338,208973.0,,471471,157775,45268,69143.0,,78007,230251.0,,37915,173904,93264,115556,,199249,209042,132015,241157.0,,85971,78830.0,95715.0,lose,2021/22
Arsenal,Manchester City,225321,192895,198869,226597,223723.0,,167199,223340,184029,444145.0,84450.0,59966,,,121160,171314,126184,121145,146941.0,103955,220566,61366,165809.0,103025.0,205651,,,lose,2021/22
Southampton,Everton,40383,158534,441191,450527,171771.0,,78056,101178,91047,96787.0,,200439,440323.0,,111234,153673,194164,106611,59949.0,119765,232826,153133,180184.0,,212319,177815.0,,win,2021/22
Liverpool,Norwich City,116535,171287,97032,214285,60914.0,,175592,56979,81880,,,110979,118748.0,244731.0,107265,232980,83428,83312,232937.0,243568,179276,78607,,,212723,57127.0,215476.0,win,2021/22
Crystal Palace,Chelsea,40836,57328,244723,209036,174874.0,,443661,55037,80146,86417.0,50471.0,82403,,,228286,204727,102380,135363,51090.0,85955,116594,176413,,,66749,124183.0,219847.0,lose,2021/22
Brighton and Hove Albion,Burnley,215059,232792,179268,61933,111478.0,,227127,243016,39155,243505.0,,115382,50175.0,,98747,51927,192290,432830,39487.0,40145,172782,433154,17349.0,,120202,149519.0,,lose,2021/22
Aston Villa,Watford,98980,199796,149484,101184,101188.0,,230046,122806,232653,,,84939,195546.0,84583.0,9089,171099,41338,54484,162651.0,471471,43250,45268,,,78007,232185.0,230251.0,lose,2021/22
Arsenal,Brentford,225321,192895,198869,226597,58822.0,,167199,223340,184029,209289.0,84450.0,59966,,,154561,231065,61810,191866,,194010,128295,174932,207283.0,183656.0,216646,446008.0,,win,2021/22
West Ham United,Newcastle United,37096,55459,103192,60232,81012.0,,217593,178186,172841,215439.0,204480.0,57531,,,67089,119471,169359,111773,78916.0,180974,50232,200089,,,60689,90105.0,114243.0,draw,2021/22
Wolverhampton Wanderers,Leicester City,149065,94147,214048,107613,,,448514,171317,200402,19624.0,151589.0,102057,200600.0,,17745,218031,155569,111931,244619.0,166989,203341,215413,,,51938,245419.0,219352.0,win,2021/22
Leeds United,Manchester United,437495,66588,149915,87873,222694.0,,80179,193645,221399,200617.0,72222.0,80954,,,51940,184667,95658,106760,214590.0,74208,141746,109322,209243.0,195851.0,14937,,,lose,2021/22
Manchester City,Tottenham Hotspur,121160,58621,171314,121145,146941.0,,59859,220566,61366,,,103955,165809.0,209244.0,37915,93264,221632,115556,,132015,241157,184349,202993.0,,85971,78830.0,445044.0,lose,2021/22
Watford,Crystal Palace,9089,171099,41338,54484,162651.0,,471471,43250,45268,,,78007,232185.0,230251.0,105666,57328,244723,209036,174874.0,55037,108413,232787,,,443661,82403.0,231747.0,lose,2021/22
Burnley,Tottenham Hotspur,98747,17761,51927,192290,39487.0,,40145,172782,433154,17349.0,,44683,120202.0,,37915,93264,221632,115556,,132015,241157,184349,202993.0,,85971,78830.0,445044.0,win,2021/22
Arsenal,Wolverhampton Wanderers,225321,192895,198869,226597,58822.0,,167199,223340,184029,444145.0,84450.0,59966,,,149065,94147,214048,107613,,448514,171317,200402,19624.0,,102057,200600.0,184754.0,win,2021/22
Brighton and Hove Albion,Aston Villa,215059,179268,83299,111478,,,232792,109345,227127,243016.0,243505.0,115382,116216.0,,98980,199796,199798,149484,101188.0,230046,122806,84583,232653.0,,84939,178301.0,,lose,2021/22
Manchester United,Watford,51940,184667,90152,152590,214590.0,,74208,141746,101582,62398.0,449434.0,14937,,,9089,232391,171099,41338,162651.0,471471,43250,45268,,,78007,232185.0,230251.0,draw,2021/22
Crystal Palace,Burnley,105666,57328,244723,209036,174874.0,,66975,50471,232787,,,443661,82403.0,86417.0,98747,17761,51927,192290,39487.0,40145,172782,433154,17349.0,,120202,44683.0,,draw,2021/22
Brentford,Newcastle United,154561,194010,231065,61810,191866.0,,128295,207283,204580,,,183656,216646.0,446008.0,67089,119471,169359,111773,78916.0,180974,50232,200089,,,60689,90105.0,114243.0,lose,2021/22
Leeds United,Tottenham Hotspur,437495,66588,443967,149915,222694.0,,80179,193645,219961,221399.0,87873.0,200617,,,37915,93264,221632,115556,,87835,132015,157668,184349.0,,85971,78830.0,445044.0,lose,2021/22
Southampton,Norwich City,40383,158534,441191,450527,171771.0,,78056,101178,91047,96787.0,,200439,440323.0,,107265,232980,83428,83312,232937.0,212723,243568,179276,78607.0,215476.0,57127,,,win,2021/22
West Ham United,Wolverhampton Wanderers,37096,55459,103192,60232,,,222018,217593,215439,204480.0,,57531,86934.0,178186.0,149065,94147,214048,107613,,441271,111291,171317,151589.0,,222564,449988.0,184754.0,win,2021/22
West Ham United,Manchester United,37096,55459,103192,164555,40669.0,,217593,180151,215439,204480.0,,178186,172841.0,,51940,95658,90152,106760,214590.0,74208,141746,220688,101582.0,195851.0,14937,,,lose,2021/22
Tottenham Hotspur,Chelsea,37915,199249,241157,93264,221632.0,,132015,78830,200826,108823.0,231372.0,85971,,,109745,102380,135363,51090,,82263,85955,91651,41328.0,,66749,184341.0,219847.0,lose,2021/22
Burnley,Leeds United,98747,68983,103914,17761,51927.0,,60586,172782,433154,60551.0,,60689,44699.0,,437495,55914,149915,222694,,66588,87873,80954,155405.0,,106617,219961.0,221399.0,draw,2021/22
Tottenham Hotspur,Watford,37915,199249,173904,93264,199584.0,,209042,132015,108823,,,85971,78830.0,194252.0,154506,131304,155651,41338,208973.0,227560,45268,232185,230251.0,69143.0,78007,,,win,2021/22
Manchester City,Arsenal,121160,58621,171314,121145,146941.0,,59859,220566,165809,,,205651,114283.0,224444.0,80201,192895,156074,58822,101184.0,223340,184029,209289,84450.0,,54694,,,win,2021/22
Wolverhampton Wanderers,Manchester United,149065,94147,214048,107613,,,111291,171317,200402,19624.0,,102057,222564.0,159533.0,51940,95658,90152,106760,214590.0,74208,141746,101582,200617.0,209243.0,220688,,,lose,2021/22
Aston Villa,Brentford,98980,199796,169359,199798,180804.0,,230046,195546,18892,193488.0,478912.0,84939,,,154561,231065,61810,191866,,194010,128295,174932,204580.0,,205836,144485.0,446008.0,draw,2021/22
Brighton and Hove Albion,Everton,215059,110735,83299,61933,,,227127,60307,39155,243505.0,,115382,243016.0,116216.0,111234,194164,106611,101188,59949.0,119765,172632,60252,121599.0,,212319,177815.0,,lose,2021/22
Newcastle United,Leeds United,59735,58845,101148,56983,153127.0,109528.0,180974,179018,200089,180135.0,,170137,,,437495,66588,443967,55914,87873.0,219961,80954,200617,155405.0,72222.0,106617,,,draw,2021/22
Wolverhampton Wanderers,Brentford,149065,94147,214048,107613,,,111291,171317,200402,19624.0,,102057,222564.0,159533.0,154561,231065,61810,191866,,194010,128295,174932,432160.0,204580.0,144485,446008.0,,lose,2021/22
Liverpool,Crystal Palace,116535,97032,204716,15157,214285.0,,116643,61558,56979,,,110979,118748.0,194634.0,40836,55494,244723,209036,174874.0,55037,50471,232787,,,80146,82403.0,54861.0,win,2021/22
Manchester City,Southampton,121160,58621,171314,126184,121145.0,,59859,165809,27789,,,103955,205651.0,114283.0,58376,158534,88900,441191,171771.0,78056,101178,83283,96787.0,,155511,200439.0,,draw,2021/22
Norwich City,Watford,20480,232980,83428,438277,232937.0,,243568,179276,78607,,,212723,57127.0,215476.0,9089,38290,131304,41338,54484.0,43250,45268,232185,230251.0,69143.0,78007,,,lose,2021/22
Southampton,West Ham United,58376,88900,244560,441191,450527.0,,78056,101178,83283,431131.0,96787.0,155511,,,37096,55459,164555,60232,40669.0,217593,178186,172841,215439.0,204480.0,57531,,,draw,2021/22
Watford,Wolverhampton Wanderers,154506,232391,38290,131304,208973.0,,227560,45268,232185,230251.0,69143.0,78007,,,149065,94147,214048,107613,,111291,171317,200402,19624.0,,102057,222564.0,159533.0,lose,2021/22
Chelsea,Aston Villa,228286,102380,180736,51090,,,82263,91651,89335,209046.0,,66749,124183.0,219847.0,79852,199796,169359,199798,149484.0,230046,122806,232653,,,84939,178301.0,,win,2021/22
Brighton and Hove Albion,Wolverhampton Wanderers,215059,232792,179268,78916,111478.0,,227127,423649,243505,,,109345,233425.0,116216.0,149065,94147,214048,107613,,111291,171317,200402,19624.0,,200600,222564.0,184754.0,lose,2021/22
Crystal Palace,Southampton,105666,55494,244723,49413,209036.0,,55037,108413,232787,,,80146,82403.0,199670.0,20310,158534,212721,441191,450527.0,78056,101178,83283,214466.0,,440323,203389.0,,draw,2021/22
Arsenal,West Ham United,225321,192895,198869,226597,223723.0,,167199,223340,444145,84450.0,,184029,59966.0,,37096,164555,60232,219924,105717.0,217593,86934,178186,215439.0,204480.0,57531,,,win,2021/22
Leicester City,Chelsea,17745,218031,37642,155569,,,51938,203341,166477,225902.0,,201666,101668.0,219352.0,228286,180736,102380,51090,,85955,172850,116594,225796.0,,184341,209046.0,219847.0,lose,2021/22
Burnley,Crystal Palace,98747,68983,103914,17761,51927.0,,60586,172782,433154,60551.0,,60689,149519.0,,40836,55494,244723,209036,174874.0,66975,55037,232787,,,80146,82403.0,54861.0,draw,2021/22
Aston Villa,Brighton and Hove Albion,98980,199796,169359,199798,149484.0,,122806,184704,232653,,,84939,195546.0,178301.0,49262,110735,83299,61933,,232792,179268,227127,60307.0,243505.0,116216,39155.0,,win,2021/22
Newcastle United,Brentford,59735,58845,119471,101148,,,50232,56983,114243,200089.0,,180974,75115.0,170137.0,240796,231065,61810,226956,,194010,128295,174932,205836.0,204580.0,144485,446008.0,,draw,2021/22
Norwich City,Aston Villa,20480,232980,83312,438277,232937.0,,243568,235546,78607,,,428626,193111.0,57127.0,98980,199796,169359,199798,149484.0,230046,122806,232653,,,195546,178301.0,18892.0,lose,2021/22
Manchester City,Leeds United,121160,171314,97299,206325,146941.0,,114283,220566,61366,165809.0,103025.0,209244,,,437495,66588,443967,149915,221610.0,80179,219961,173821,221399.0,87873.0,200617,,,win,2021/22
Norwich City,Manchester United,20480,232980,83428,438277,189627.0,,76306,243568,78607,,,428626,57127.0,215476.0,51940,184667,95658,216051,152590.0,141746,101582,209243,195851.0,,14937,176297.0,,lose,2021/22
Burnley,West Ham United,98747,68983,103914,17761,51927.0,,40145,60586,433154,60551.0,,44683,60689.0,,37096,164555,60232,219924,105717.0,86934,178186,172841,215439.0,204480.0,57531,,,draw,2021/22
Leicester City,Newcastle United,17745,218031,37642,166477,244619.0,,201666,166989,172780,203341.0,215413.0,245419,,,67089,119471,101148,194799,109528.0,50232,170137,179018,200089.0,,180974,75115.0,,win,2021/22
Liverpool,Arsenal,116535,97032,214285,60914,169187.0,,116643,61558,81880,,,110979,118748.0,194634.0,225321,198869,226597,223723,437626.0,167199,223340,209289,437742.0,,59966,54694.0,,win,2021/22
Crystal Palace,Everton,40836,55494,244723,49413,209036.0,,55037,108413,232787,,,80146,82403.0,199670.0,111234,194164,106611,198826,59949.0,41823,172632,60252,121599.0,120250.0,212319,,,win,2021/22
Manchester City,Everton,121160,58621,97299,121145,146941.0,,59859,220566,165809,,,103955,209244.0,244851.0,111234,106611,101188,198826,59949.0,119765,41823,232826,172632.0,,212319,60252.0,,win,2021/22
Tottenham Hotspur,Leeds United,37915,93264,199584,115556,,,199249,132015,157668,241157.0,,85971,78830.0,95715.0,437495,55914,149915,155405,,80179,87873,222694,72222.0,,221399,200617.0,462635.0,win,2021/22
Norwich City,Crystal Palace,107265,232980,83428,83312,232937.0,,212723,428626,212325,78607.0,,432735,57127.0,,40836,55494,244723,209036,174874.0,86417,108413,232787,,,443661,82403.0,231747.0,draw,2021/22
West Ham United,Watford,37096,55459,103192,164555,60232.0,,217593,178186,172841,215439.0,204480.0,57531,,,9089,171099,41338,54484,162651.0,43250,45268,69143,442335.0,,78007,230251.0,,win,2021/22
Tottenham Hotspur,Southampton,37915,173904,221632,115556,,,199249,132015,157668,241157.0,,85971,78830.0,95715.0,40383,158534,244560,450527,171771.0,78056,101178,91047,96787.0,,200439,440323.0,,lose,2021/22
Newcastle United,Everton,67089,77794,119471,101148,169359.0,,180974,50232,200089,,,170137,60689.0,90105.0,111234,194164,106611,164511,,119765,60252,120250,59949.0,,212319,232826.0,172632.0,win,2021/22
Burnley,Manchester United,98747,17761,51927,192290,39487.0,,172782,433154,60551,149519.0,,120202,44683.0,,51940,95658,90152,216051,106760.0,74208,141746,176297,209243.0,195851.0,40720,,,draw,2021/22
Crystal Palace,West Ham United,40836,55494,244723,209036,174874.0,,66975,86417,108413,,,80146,54861.0,199670.0,37096,222018,164555,60232,219924.0,86934,178186,172841,215439.0,204480.0,57531,,,lose,2021/22
Everton,Brighton and Hove Albion,111234,153673,194164,106611,198826.0,59949.0,119765,232826,172632,121599.0,,177815,,,215059,179268,110735,78916,111478.0,423649,227127,243016,39155.0,,115382,116216.0,,lose,2021/22
Brentford,Aston Villa,240796,231065,61810,228044,,,128295,174932,207283,428580.0,226956.0,216646,144485.0,,98980,199796,169359,199798,123354.0,230046,122806,232653,,,84939,195546.0,110504.0,win,2021/22
Burnley,Watford,98747,17761,51927,192290,39487.0,,433154,40845,17349,60551.0,,120202,149519.0,,9089,171099,41338,54484,162651.0,157775,45268,69143,442335.0,,78007,475168.0,,draw,2021/22
Southampton,Manchester City,40383,158534,244560,450527,171771.0,,78056,101178,83283,91047.0,,200439,440323.0,,121160,58621,171314,121145,146941.0,220566,61366,165809,,,103955,114283.0,209244.0,draw,2021/22
Arsenal,Burnley,225321,192895,198869,226597,156074.0,,223340,184029,209289,444145.0,437742.0,59966,,,98747,17761,51927,192290,39487.0,172782,433154,17349,60551.0,,44683,81183.0,,draw,2021/22
Crystal Palace,Liverpool,40836,55494,244723,209036,174874.0,,86417,108413,232787,,,443661,231747.0,199670.0,116535,97032,122798,60914,169187.0,116643,56979,206915,,,92217,81880.0,194634.0,lose,2021/22
Wolverhampton Wanderers,Southampton,149065,94147,214048,510362,,,448514,200402,19624,151589.0,,102057,200600.0,222564.0,40383,212721,450527,171771,,78056,101178,244560,203389.0,240143.0,83283,440323.0,,win,2021/22
West Ham United,Norwich City,37096,55459,164555,60232,219924.0,,217593,86934,180151,178186.0,204480.0,57531,,,20480,232980,83428,83312,232937.0,212723,428626,432735,212325.0,78607.0,57127,,,win,2021/22
Southampton,Brentford,40383,212721,450527,171771,,,78056,101178,244560,203389.0,240143.0,83283,440323.0,,240796,231065,61810,191866,,128295,174932,432160,204580.0,226956.0,144485,446008.0,,win,2021/22
Manchester United,Wolverhampton Wanderers,51940,76359,90152,106760,214590.0,,220688,209243,62398,195851.0,,14937,40720.0,,149065,94147,214048,107613,,111291,171317,200402,19624.0,,102057,200600.0,222564.0,lose,2021/22
Liverpool,Leeds United,116535,97032,122798,60914,169187.0,,116643,61558,206915,,,110979,118748.0,244731.0,437495,66588,443967,87873,222694.0,80179,219961,221399,80954.0,72222.0,200617,,,win,2021/22
Newcastle United,Manchester City,67089,58845,101148,56983,114243.0,,180974,153127,90105,179018.0,200089.0,75115,,,121160,171314,121145,206325,146941.0,103955,220566,61366,165809.0,103025.0,205651,,,lose,2021/22
Fulham,Manchester United,80201,82514,96994,219924,169528.0,,153682,76357,156689,47431.0,154296.0,245824,,,51940,184667,221820,222690,106760.0,141746,176297,80607,61256.0,449434.0,148225,,,lose,2022/23
Newcastle United,Chelsea,98747,77794,220237,119471,78916.0,,200089,180135,208706,,,180974,60689.0,179018.0,228286,180736,86129,41328,,85955,91651,126187,487838.0,,440323,184341.0,232787.0,win,2022/23
Brighton and Hove Albion,Aston Villa,215059,83299,460028,60307,204214.0,,109345,243016,116216,39155.0,486672.0,50175,,,98980,199796,199798,149484,101188.0,230046,122806,232653,226944.0,,84939,195546.0,,lose,2022/23
Bournemouth,Everton,229600,88900,54469,221466,447932.0,,155408,152551,201658,168991.0,,154566,128340.0,,111234,17761,243571,224967,94147.0,449871,153133,80801,,,433154,172632.0,115382.0,win,2022/23
Liverpool,Southampton,116535,171287,97032,122798,169187.0,,116643,61558,444884,,,92217,118748.0,447203.0,456350,173271,244560,450527,96787.0,101178,91047,514356,,,155511,200439.0,,win,2022/23
Manchester City,Brentford,121160,97299,121145,146941,211975.0,,59859,220566,61366,,,223094,165809.0,209244.0,154561,231065,51927,48760,,194010,207283,428580,204580.0,226956.0,144485,446008.0,,lose,2022/23
West Ham United,Leicester City,37096,55459,103192,60232,201057.0,,224024,178186,172841,215439.0,204480.0,195899,,,95463,218218,155569,166477,244619.0,201666,166989,172780,215413.0,225902.0,245419,,,lose,2022/23
Wolverhampton Wanderers,Arsenal,149065,432830,200402,214048,510362.0,490721.0,476502,171317,19624,,,181284,159533.0,,225321,198869,226597,462424,206325.0,167199,184029,84450,,,223340,205651.0,444145.0,lose,2022/23
Nottingham Forest,Crystal Palace,172649,208912,80226,90585,233420.0,,55037,204968,89076,,,222531,109322.0,242898.0,40836,244723,209036,174874,57328.0,443661,86417,438464,,,80146,232413.0,82403.0,win,2022/23
Tottenham Hotspur,Leeds United,37915,93264,115556,171101,,,132015,241157,45034,202993.0,,212319,78830.0,445044.0,437495,193645,55914,222694,224209.0,427637,234370,450070,200785.0,492859.0,80954,,,win,2022/23
