home/gk_0,home/df_0,home/df_1,home/df_2,home/df_3,home/df_4,home/mf_0,home/mf_1,home/mf_2,home/mf_3,home/mf_4,home/fw_0,home/fw_1,home/fw_2,away/gk_0,away/df_0,away/df_1,away/df_2,away/df_3,away/mf_0,away/mf_1,away/mf_2,away/mf_3,away/mf_4,away/fw_0,away/fw_1,away/fw_2,home/name,away/name,home_result,season
67089.0,101148.0,57145.0,109528.0,38290.0,,50232.0,170137.0,56983.0,153127.0,,180974.0,179018.0,,172649.0,40386.0,108416.0,83427.0,,82691.0,63426.0,47247.0,207189.0,79934.0,169432.0,18867.0,,Newcastle United,Sheffield United,win,2019/20
98747.0,68983.0,103914.0,17761.0,51927.0,,40145.0,172782.0,433154.0,60551.0,,44683.0,81183.0,,9089.0,60232.0,155651.0,54484.0,85624.0,43250.0,108413.0,232185.0,38439.0,,41725.0,50175.0,,Burnley,Watford,win,2019/20
109745.0,102380.0,82263.0,135363.0,41328.0,,116594.0,88894.0,184341.0,,,176413.0,47431.0,44346.0,121160.0,58621.0,146941.0,102826.0,27789.0,59859.0,220566.0,61366.0,,,103955.0,165809.0,103025.0,Chelsea,Manchester City,win,2019/20
17745.0,220627.0,172850.0,218031.0,37642.0,,172632.0,172780.0,86881.0,203341.0,,101668.0,173515.0,,131897.0,232792.0,110735.0,83299.0,78916.0,243016.0,40845.0,227127.0,74471.0,,115382.0,233425.0,,Leicester City,Brighton and Hove Albion,draw,2019/20
116535.0,171287.0,97032.0,122798.0,169187.0,,116643.0,41733.0,56979.0,,,92217.0,110979.0,118748.0,20066.0,19419.0,55494.0,74230.0,40784.0,55037.0,60252.0,82403.0,50471.0,50472.0,80146.0,,,Liverpool,Crystal Palace,win,2019/20
51940.0,184667.0,95658.0,106760.0,214590.0,,74208.0,141746.0,176297.0,220688.0,62398.0,148225.0,,,74854.0,40386.0,7645.0,83427.0,,82691.0,63426.0,47247.0,153723.0,79934.0,178304.0,27436.0,,Manchester United,Sheffield United,win,2019/20
67089.0,101148.0,57145.0,109528.0,38290.0,,50232.0,170137.0,56983.0,153127.0,,180974.0,179018.0,,98770.0,169359.0,199798.0,149484.0,123354.0,230046.0,122806.0,114283.0,,,148508.0,217487.0,193488.0,Newcastle United,Aston Villa,draw,2019/20
20480.0,232980.0,198826.0,194799.0,84384.0,,76306.0,78607.0,89470.0,139110.0,18665.0,81048.0,,,111234.0,194164.0,106611.0,101188.0,59949.0,153133.0,100649.0,120250.0,173807.0,,212319.0,177815.0,,Norwich City,Everton,lose,2019/20
58376.0,40146.0,88900.0,213482.0,171771.0,,101178.0,83283.0,91047.0,132015.0,,84939.0,220598.0,,98980.0,192895.0,156074.0,69140.0,,98745.0,182539.0,84450.0,223340.0,,54694.0,195735.0,205533.0,Southampton,Arsenal,lose,2019/20
37915.0,173904.0,93264.0,80226.0,115556.0,,85971.0,45268.0,200826.0,108823.0,95715.0,78830.0,,,37096.0,55459.0,166640.0,219924.0,81012.0,217593.0,18073.0,178186.0,215439.0,204480.0,57531.0,,,Tottenham Hotspur,West Ham United,win,2019/20
38533.0,90585.0,94147.0,107613.0,,,87835.0,171317.0,114128.0,19624.0,,102057.0,194634.0,159533.0,225321.0,56917.0,126184.0,54469.0,154131.0,155408.0,111317.0,152551.0,56872.0,168991.0,75115.0,,,Wolverhampton Wanderers,Bournemouth,win,2019/20
98980.0,69140.0,41270.0,111457.0,,,98745.0,192895.0,182539.0,84450.0,,59966.0,54694.0,200641.0,20480.0,232980.0,198826.0,194799.0,18665.0,76306.0,193111.0,195546.0,90440.0,78607.0,57127.0,,,Arsenal,Norwich City,win,2019/20
98770.0,169359.0,199798.0,149484.0,123354.0,,230046.0,114283.0,85242.0,184704.0,,217487.0,221239.0,,38533.0,90585.0,94147.0,107613.0,,87835.0,171317.0,114128.0,19624.0,151589.0,102057.0,194634.0,,Aston Villa,Wolverhampton Wanderers,lose,2019/20
225321.0,56917.0,126184.0,235530.0,54469.0,,111317.0,152551.0,220307.0,168991.0,,154566.0,78007.0,,67089.0,101148.0,111773.0,57145.0,109528.0,180974.0,50232.0,170137.0,180135.0,126407.0,104547.0,,,Bournemouth,Newcastle United,lose,2019/20
131897.0,61933.0,83299.0,86153.0,78916.0,,232792.0,40845.0,227127.0,66242.0,,243016.0,233425.0,,51940.0,184667.0,95658.0,106760.0,214590.0,74208.0,141746.0,176297.0,220688.0,62398.0,148225.0,,,Brighton and Hove Albion,Manchester United,lose,2019/20
40836.0,19419.0,55494.0,74230.0,19188.0,,66975.0,55037.0,60252.0,82403.0,50471.0,80146.0,,,98747.0,103914.0,17761.0,51927.0,17997.0,40145.0,172782.0,60551.0,39487.0,,433154.0,81183.0,,Crystal Palace,Burnley,lose,2019/20
111234.0,194164.0,106611.0,101188.0,59949.0,,55422.0,153133.0,120250.0,232826.0,,212319.0,177815.0,,17745.0,220627.0,172850.0,218031.0,37642.0,201666.0,166989.0,51938.0,203341.0,106837.0,101668.0,,,Everton,Leicester City,win,2019/20
121160.0,58621.0,146941.0,102826.0,432656.0,,103955.0,59859.0,220566.0,61366.0,209244.0,205651.0,,,116535.0,171287.0,97032.0,122798.0,169187.0,116643.0,41733.0,56979.0,,,92217.0,110979.0,118748.0,Manchester City,Liverpool,win,2019/20
172649.0,40386.0,108416.0,83427.0,,,82691.0,63426.0,207189.0,79934.0,167878.0,169432.0,27436.0,,37915.0,173904.0,93264.0,80226.0,115556.0,85971.0,45268.0,200826.0,194252.0,95715.0,78830.0,,,Sheffield United,Tottenham Hotspur,win,2019/20
9089.0,60232.0,155651.0,41338.0,54484.0,,121599.0,108413.0,232185.0,38439.0,61566.0,41725.0,,,58376.0,40146.0,93100.0,158534.0,171771.0,214466.0,78056.0,101178.0,83283.0,,20452.0,84939.0,,Watford,Southampton,lose,2019/20
37096.0,55459.0,40669.0,219924.0,81012.0,,217593.0,86934.0,178186.0,215439.0,204480.0,57531.0,,,109745.0,102380.0,82263.0,135363.0,41328.0,116594.0,91651.0,88894.0,,,176413.0,47431.0,173879.0,West Ham United,Chelsea,win,2019/20
98747.0,103914.0,17761.0,17997.0,41674.0,,172782.0,433154.0,60551.0,39487.0,,44683.0,81183.0,,172649.0,40386.0,108416.0,83427.0,,82691.0,63426.0,207189.0,79934.0,167878.0,169432.0,27436.0,,Burnley,Sheffield United,draw,2019/20
109745.0,135363.0,103192.0,225796.0,41328.0,,116594.0,88894.0,184341.0,,,176413.0,47431.0,44346.0,9089.0,60232.0,20145.0,54484.0,85624.0,89085.0,121599.0,108413.0,232185.0,38439.0,41725.0,,,Chelsea,Watford,win,2019/20
17745.0,220627.0,218031.0,37642.0,,,172850.0,166989.0,51938.0,203341.0,,101668.0,173515.0,168580.0,40836.0,19419.0,55494.0,74230.0,40784.0,66975.0,80146.0,82403.0,50471.0,173954.0,54861.0,,,Leicester City,Crystal Palace,win,2019/20
116535.0,171287.0,97032.0,122798.0,169187.0,,116643.0,175592.0,81880.0,,,110979.0,118748.0,152760.0,8432.0,47390.0,199798.0,149484.0,123354.0,230046.0,122806.0,148508.0,193488.0,,114283.0,221239.0,,Liverpool,Aston Villa,win,2019/20
51940.0,184667.0,95658.0,106760.0,214590.0,,74208.0,141746.0,176297.0,220688.0,62398.0,148225.0,,,225321.0,235530.0,126184.0,54469.0,171129.0,155408.0,111317.0,152551.0,56872.0,,154566.0,78007.0,,Manchester United,Bournemouth,win,2019/20
67089.0,101148.0,111773.0,57145.0,109528.0,,180974.0,50232.0,170137.0,153127.0,179018.0,104547.0,,,37096.0,55459.0,40669.0,219924.0,81012.0,217593.0,86934.0,178186.0,215439.0,204480.0,57531.0,,,Newcastle United,West Ham United,draw,2019/20
20480.0,232980.0,198826.0,194799.0,84384.0,,195546.0,78607.0,139110.0,89470.0,18665.0,81048.0,,,131897.0,232792.0,110735.0,83299.0,78916.0,227127.0,116216.0,74471.0,66242.0,,115382.0,233425.0,,Norwich City,Brighton and Hove Albion,lose,2019/20
58376.0,40146.0,88900.0,158534.0,171771.0,,78056.0,101178.0,83283.0,91047.0,,84939.0,200439.0,,121160.0,121145.0,206325.0,146941.0,432656.0,165809.0,20664.0,27789.0,,,103955.0,205651.0,103025.0,Southampton,Manchester City,win,2019/20
37915.0,55605.0,93264.0,80226.0,115556.0,,157668.0,45268.0,200826.0,,,85971.0,78830.0,95715.0,111234.0,194164.0,106611.0,101188.0,59949.0,55422.0,153133.0,120250.0,173807.0,,212319.0,177815.0,,Tottenham Hotspur,Everton,win,2019/20
38533.0,90585.0,94147.0,107613.0,,,87835.0,171317.0,114128.0,19624.0,151589.0,102057.0,159533.0,,98980.0,69140.0,41270.0,111457.0,,192895.0,182539.0,58822.0,84450.0,,54694.0,205533.0,223340.0,Wolverhampton Wanderers,Arsenal,lose,2019/20
98980.0,69140.0,41270.0,111457.0,,,98745.0,192895.0,182539.0,84450.0,,59966.0,54694.0,223340.0,17745.0,218031.0,37642.0,41727.0,,220627.0,166989.0,51938.0,203341.0,,101668.0,173515.0,168580.0,Arsenal,Leicester City,draw,2019/20
8432.0,47390.0,199798.0,149484.0,123354.0,,230046.0,122806.0,148508.0,193488.0,,114283.0,217487.0,,51940.0,184667.0,95658.0,106760.0,214590.0,74208.0,141746.0,176297.0,220688.0,62398.0,148225.0,,,Aston Villa,Manchester United,lose,2019/20
225321.0,126184.0,235530.0,54469.0,171129.0,,40387.0,111317.0,152551.0,56872.0,,75115.0,78007.0,,37915.0,55605.0,39194.0,80226.0,115556.0,157668.0,45268.0,200826.0,,,78830.0,62974.0,194252.0,Bournemouth,Tottenham Hotspur,draw,2019/20
131897.0,232792.0,110735.0,83299.0,78916.0,,243016.0,40845.0,60307.0,66242.0,,115382.0,116216.0,,116535.0,171287.0,97032.0,169187.0,215136.0,41733.0,175592.0,56979.0,,,92217.0,118748.0,81880.0,Brighton and Hove Albion,Liverpool,lose,2019/20
40836.0,19419.0,55494.0,74230.0,19188.0,,66975.0,55037.0,80146.0,82403.0,50471.0,54861.0,,,109745.0,135363.0,103192.0,225796.0,41328.0,243568.0,88894.0,184341.0,,,176413.0,47431.0,44346.0,Crystal Palace,Chelsea,lose,2019/20
111234.0,106611.0,101188.0,164511.0,59949.0,,153133.0,120250.0,232826.0,173807.0,,212319.0,177815.0,,58376.0,40146.0,88900.0,158534.0,171771.0,78056.0,101178.0,83283.0,91047.0,,84939.0,200439.0,,Everton,Southampton,draw,2019/20
121160.0,97299.0,121145.0,206325.0,57410.0,,220566.0,61366.0,20664.0,,,205651.0,103025.0,209244.0,67089.0,111773.0,57145.0,151119.0,38290.0,119471.0,56983.0,116543.0,126407.0,,180974.0,50232.0,,Manchester City,Newcastle United,win,2019/20
172649.0,146610.0,40386.0,108416.0,,,82691.0,63426.0,207189.0,79934.0,167878.0,169432.0,18867.0,,38533.0,90585.0,94147.0,107613.0,,87835.0,171317.0,114128.0,19624.0,,102057.0,194634.0,159533.0,Sheffield United,Wolverhampton Wanderers,win,2019/20
9089.0,60232.0,155651.0,54484.0,85624.0,,121599.0,108413.0,232185.0,38439.0,50175.0,41725.0,,,20480.0,232980.0,198826.0,194799.0,84384.0,37614.0,195546.0,71738.0,89470.0,18665.0,57127.0,,,Watford,Norwich City,win,2019/20
37096.0,55459.0,40669.0,219924.0,81012.0,,56377.0,217593.0,178186.0,215439.0,204480.0,57531.0,,,98747.0,103914.0,17761.0,17997.0,41674.0,172782.0,433154.0,60551.0,39487.0,,44683.0,81183.0,,West Ham United,Burnley,lose,2019/20
8432.0,47390.0,199798.0,149484.0,37339.0,,230046.0,122806.0,85242.0,,,114283.0,148508.0,217487.0,40836.0,55494.0,74230.0,19188.0,40784.0,66975.0,55037.0,80146.0,82403.0,50471.0,54861.0,,,Aston Villa,Crystal Palace,win,2019/20
225321.0,235530.0,126184.0,154131.0,171129.0,,40387.0,111317.0,152551.0,220307.0,,154566.0,75115.0,,17745.0,220627.0,218031.0,37642.0,,166989.0,51938.0,203341.0,37402.0,,101668.0,173515.0,168580.0,Bournemouth,Leicester City,win,2019/20
131897.0,110735.0,83299.0,86153.0,209362.0,,227127.0,116216.0,74471.0,66242.0,,60307.0,233425.0,,121160.0,58621.0,146941.0,102826.0,432656.0,220566.0,61366.0,165809.0,,,103955.0,205651.0,103025.0,Brighton and Hove Albion,Manchester City,lose,2019/20
116535.0,171287.0,97032.0,122798.0,215136.0,,116643.0,41733.0,206915.0,,,92217.0,110979.0,118748.0,98747.0,103914.0,17761.0,17997.0,41674.0,172782.0,433154.0,60551.0,39487.0,,60689.0,44683.0,,Liverpool,Burnley,draw,2019/20
51940.0,184667.0,95658.0,106760.0,214590.0,,74208.0,141746.0,176297.0,220688.0,62398.0,148225.0,,,58376.0,40146.0,88900.0,158534.0,171771.0,78056.0,101178.0,83283.0,91047.0,,84939.0,200439.0,,Manchester United,Southampton,draw,2019/20
20480.0,232980.0,198826.0,194799.0,84384.0,,37614.0,195546.0,71738.0,89470.0,18665.0,57127.0,,,37096.0,55459.0,40669.0,219924.0,81012.0,217593.0,18073.0,178186.0,215439.0,204480.0,57531.0,,,Norwich City,West Ham United,lose,2019/20
172649.0,146610.0,40386.0,108416.0,,,82691.0,63426.0,207189.0,79934.0,167878.0,169432.0,27436.0,,109745.0,135363.0,103192.0,225796.0,41328.0,85955.0,88894.0,184341.0,,,176413.0,47431.0,173879.0,Sheffield United,Chelsea,win,2019/20
37915.0,55605.0,173904.0,80226.0,115556.0,,157668.0,45268.0,200826.0,95715.0,,85971.0,78830.0,,98980.0,69140.0,41270.0,111457.0,,98745.0,192895.0,182539.0,84450.0,,59966.0,54694.0,195735.0,Tottenham Hotspur,Arsenal,win,2019/20
9089.0,60232.0,155651.0,54484.0,85624.0,,121599.0,108413.0,232185.0,38439.0,50175.0,41725.0,,,67089.0,101148.0,57145.0,109528.0,38290.0,119471.0,50232.0,170137.0,56983.0,,179018.0,104547.0,,Watford,Newcastle United,win,2019/20
38533.0,90585.0,94147.0,107613.0,,,87835.0,171317.0,114128.0,151589.0,,247632.0,102057.0,200600.0,111234.0,106611.0,101188.0,164511.0,,12745.0,55422.0,20467.0,232826.0,173807.0,212319.0,177815.0,,Wolverhampton Wanderers,Everton,win,2019/20
98980.0,192895.0,156074.0,41270.0,,,198849.0,58822.0,84450.0,223340.0,,59966.0,195735.0,200641.0,116535.0,171287.0,97032.0,122798.0,169187.0,116643.0,41733.0,81880.0,,,92217.0,110979.0,118748.0,Arsenal,Liverpool,win,2019/20
98747.0,103914.0,17761.0,17997.0,41674.0,,172782.0,433154.0,60551.0,39487.0,,44683.0,60689.0,,38533.0,90585.0,94147.0,107613.0,,171317.0,19624.0,216054.0,159533.0,,102057.0,200600.0,194634.0,Burnley,Wolverhampton Wanderers,draw,2019/20
109745.0,102380.0,82263.0,103192.0,41328.0,,85955.0,91651.0,126187.0,,,176413.0,47431.0,44346.0,20480.0,232980.0,198826.0,194799.0,84384.0,76306.0,193111.0,78607.0,89470.0,18665.0,81048.0,,,Chelsea,Norwich City,win,2019/20
40836.0,55494.0,74230.0,19188.0,40784.0,,66975.0,60252.0,50471.0,50472.0,,80146.0,82403.0,,51940.0,184667.0,95658.0,201084.0,214590.0,74208.0,141746.0,176297.0,220688.0,195851.0,148225.0,,,Crystal Palace,Manchester United,lose,2019/20
111234.0,194164.0,106611.0,101188.0,59949.0,,153133.0,100649.0,120250.0,173807.0,,212319.0,177815.0,,8432.0,169359.0,199798.0,149484.0,37339.0,230046.0,122806.0,85242.0,,,114283.0,148508.0,217487.0,Everton,Aston Villa,draw,2019/20
17745.0,15033.0,37642.0,41727.0,,,220627.0,166989.0,203341.0,244619.0,,201666.0,101668.0,168580.0,172649.0,146610.0,40386.0,108416.0,,82691.0,63426.0,207189.0,79934.0,167878.0,169432.0,27436.0,,Leicester City,Sheffield United,win,2019/20
121160.0,58621.0,97299.0,102826.0,57410.0,,59859.0,165809.0,20664.0,27789.0,209244.0,205651.0,,,225321.0,56917.0,235530.0,154131.0,171129.0,40387.0,152551.0,56872.0,78007.0,168991.0,154566.0,,,Manchester City,Bournemouth,win,2019/20
67089.0,119471.0,56983.0,111773.0,57145.0,151119.0,50232.0,179018.0,126407.0,,,170137.0,104547.0,,37915.0,55605.0,173904.0,80226.0,115556.0,157668.0,45268.0,200826.0,,,85971.0,78830.0,95715.0,Newcastle United,Tottenham Hotspur,lose,2019/20
58376.0,93100.0,132015.0,171771.0,214470.0,,214466.0,78056.0,101178.0,83283.0,,84939.0,220598.0,,131897.0,110735.0,83299.0,78916.0,,232792.0,40845.0,109345.0,66242.0,,115382.0,116216.0,20529.0,Southampton,Brighton and Hove Albion,draw,2019/20
37096.0,55459.0,40669.0,219924.0,222018.0,,217593.0,18073.0,178186.0,215439.0,204480.0,57531.0,,,9089.0,60232.0,155651.0,54484.0,85624.0,43250.0,121599.0,108413.0,232185.0,50175.0,41725.0,,,West Ham United,Watford,win,2019/20
8432.0,169359.0,199798.0,149484.0,37339.0,,230046.0,122806.0,85242.0,,,114283.0,148508.0,217487.0,98980.0,156074.0,41270.0,111457.0,,182539.0,198849.0,58822.0,223340.0,,59966.0,54694.0,205533.0,Aston Villa,Arsenal,win,2019/20
225321.0,56917.0,235530.0,154131.0,171129.0,,111317.0,152551.0,56872.0,168991.0,,75115.0,78007.0,,58376.0,40146.0,93100.0,88900.0,158534.0,78056.0,101178.0,83283.0,91047.0,,20452.0,84939.0,,Bournemouth,Southampton,lose,2019/20
131897.0,232792.0,110735.0,83299.0,78916.0,,40845.0,227127.0,116216.0,60307.0,74471.0,115382.0,,,67089.0,111773.0,57145.0,38290.0,,50232.0,56983.0,109528.0,179018.0,126407.0,170137.0,104547.0,,Brighton and Hove Albion,Newcastle United,draw,2019/20
116535.0,171287.0,97032.0,122798.0,169187.0,,116643.0,41733.0,175592.0,,,92217.0,110979.0,118748.0,109745.0,102380.0,103192.0,41328.0,,82263.0,85955.0,91651.0,225796.0,,47431.0,44346.0,184341.0,Liverpool,Chelsea,win,2019/20
51940.0,184667.0,95658.0,201084.0,232937.0,,74208.0,141746.0,176297.0,220688.0,62398.0,148225.0,,,37096.0,55459.0,40669.0,219924.0,222018.0,217593.0,18073.0,178186.0,215439.0,204480.0,57531.0,,,Manchester United,West Ham United,draw,2019/20
20480.0,232980.0,198826.0,194799.0,84384.0,,193111.0,195546.0,78607.0,89470.0,18665.0,81048.0,,,98747.0,17761.0,39487.0,17997.0,41674.0,60586.0,172782.0,433154.0,60551.0,,44683.0,60689.0,,Norwich City,Burnley,lose,2019/20
172649.0,146610.0,40386.0,108416.0,,,82691.0,63426.0,207189.0,79934.0,167878.0,169432.0,27436.0,,111234.0,106611.0,101188.0,102747.0,480455.0,212319.0,55422.0,20467.0,120250.0,173807.0,177815.0,,,Sheffield United,Everton,lose,2019/20
37915.0,55605.0,173904.0,80226.0,115556.0,,85971.0,157668.0,45268.0,200826.0,95715.0,78830.0,,,17745.0,15033.0,37642.0,41727.0,,220627.0,166989.0,203341.0,244619.0,,201666.0,101668.0,168580.0,Tottenham Hotspur,Leicester City,win,2019/20
9089.0,60232.0,20145.0,54484.0,85624.0,,43250.0,121599.0,108413.0,232185.0,61566.0,41725.0,,,121160.0,58621.0,121145.0,146941.0,432656.0,220566.0,61366.0,165809.0,,,103955.0,205651.0,209244.0,Watford,Manchester City,lose,2019/20
38533.0,90585.0,94147.0,151589.0,,,87835.0,171317.0,114128.0,19624.0,,102057.0,200600.0,159533.0,40836.0,55494.0,19188.0,40784.0,244723.0,60252.0,86417.0,50471.0,50472.0,,80146.0,82403.0,,Wolverhampton Wanderers,Crystal Palace,win,2019/20
98980.0,192895.0,154043.0,156074.0,41270.0,,182539.0,54694.0,195735.0,200089.0,84450.0,59966.0,,,9089.0,60232.0,155651.0,54484.0,85624.0,121599.0,108413.0,232185.0,61566.0,,41725.0,50175.0,,Arsenal,Watford,win,2019/20
98747.0,17761.0,39487.0,17997.0,41674.0,,60586.0,172782.0,433154.0,60551.0,,44683.0,60689.0,,131897.0,110735.0,83299.0,78916.0,,232792.0,40845.0,109345.0,227127.0,,243016.0,115382.0,233425.0,Burnley,Brighton and Hove Albion,lose,2019/20
20310.0,102380.0,103192.0,41328.0,,,82263.0,85955.0,91651.0,225796.0,,176413.0,44346.0,184341.0,38533.0,90585.0,94147.0,107613.0,,87835.0,171317.0,114128.0,151589.0,,247632.0,102057.0,194634.0,Chelsea,Wolverhampton Wanderers,win,2019/20
40836.0,55494.0,19188.0,55037.0,244723.0,,60252.0,86417.0,50471.0,50472.0,,80146.0,82403.0,,37915.0,55605.0,93264.0,80226.0,115556.0,85971.0,157668.0,45268.0,200826.0,95715.0,78830.0,,,Crystal Palace,Tottenham Hotspur,draw,2019/20
111234.0,106611.0,101188.0,59949.0,480455.0,,212319.0,55422.0,20467.0,120250.0,173807.0,242058.0,,,225321.0,56917.0,235530.0,54469.0,171129.0,40387.0,111317.0,152551.0,78007.0,,154566.0,75115.0,,Everton,Bournemouth,lose,2019/20
17745.0,220627.0,15033.0,37642.0,,,166989.0,51938.0,203341.0,197469.0,244619.0,101668.0,173515.0,,51940.0,184667.0,95658.0,214590.0,232937.0,74208.0,141746.0,176297.0,220688.0,62398.0,148225.0,,,Leicester City,Manchester United,lose,2019/20
121160.0,58621.0,121145.0,146941.0,432656.0,,220566.0,61366.0,20664.0,,,103955.0,205651.0,209244.0,20480.0,232980.0,198826.0,192303.0,194799.0,76306.0,193111.0,71738.0,78607.0,89470.0,57127.0,,,Manchester City,Norwich City,win,2019/20
67089.0,57145.0,109528.0,38290.0,,,50232.0,56983.0,116543.0,179018.0,126407.0,170137.0,104547.0,,116535.0,171287.0,97032.0,122798.0,215136.0,41733.0,15157.0,175592.0,,,81880.0,157882.0,152760.0,Newcastle United,Liverpool,lose,2019/20
58376.0,158534.0,40146.0,93100.0,88900.0,,78056.0,101178.0,83283.0,91047.0,,84939.0,200439.0,,172649.0,40386.0,108416.0,83427.0,,82691.0,63426.0,47247.0,153723.0,207189.0,169432.0,18867.0,,Southampton,Sheffield United,win,2019/20
37096.0,40669.0,219924.0,81012.0,222018.0,,217593.0,18073.0,178186.0,215439.0,204480.0,57531.0,,,8432.0,203368.0,169359.0,199798.0,149484.0,230046.0,122806.0,114283.0,85242.0,148508.0,217487.0,,,West Ham United,Aston Villa,draw,2019/20
102884.0,55605.0,39194.0,173904.0,80226.0,,85971.0,93264.0,45268.0,108823.0,95715.0,78830.0,,,98747.0,68983.0,17761.0,51927.0,39487.0,40145.0,433154.0,90517.0,83314.0,,44683.0,60689.0,,Tottenham Hotspur,Burnley,win,2019/20
98980.0,169359.0,199798.0,149484.0,123354.0,,122806.0,114283.0,110504.0,184704.0,193488.0,178301.0,,,228286.0,102380.0,51090.0,225796.0,,85955.0,172850.0,91651.0,41328.0,,176413.0,165153.0,184341.0,Aston Villa,Chelsea,win,2020/21
80201.0,192895.0,226597.0,156074.0,101184.0,,167199.0,209289.0,184029.0,195735.0,84450.0,54694.0,,,215059.0,198869.0,110735.0,83299.0,78916.0,243505.0,227127.0,60307.0,,,243016.0,116216.0,165210.0,Arsenal,Brighton and Hove Albion,win,2020/21
116535.0,122798.0,219937.0,197464.0,169187.0,,116643.0,41733.0,61558.0,,,92217.0,110979.0,118748.0,40836.0,55494.0,49413.0,19419.0,244723.0,55037.0,50472.0,173954.0,,,80146.0,60252.0,82403.0,Liverpool,Crystal Palace,win,2020/21
111234.0,106611.0,101188.0,164511.0,198826.0,,119765.0,55422.0,121599.0,59949.0,,212319.0,177815.0,,19236.0,90585.0,94147.0,214048.0,,448514.0,171317.0,200402.0,19624.0,,222531.0,449988.0,159533.0,Everton,Wolverhampton Wanderers,win,2020/21
38533.0,90585.0,94147.0,107613.0,,,448514.0,171317.0,200402.0,19624.0,151589.0,449988.0,159533.0,,172649.0,197365.0,152590.0,232937.0,180804.0,43670.0,200617.0,62398.0,180184.0,449434.0,493250.0,,,Wolverhampton Wanderers,Manchester United,lose,2020/21
37096.0,55459.0,164555.0,60232.0,40669.0,,217593.0,109322.0,178186.0,215439.0,204480.0,57531.0,,,58376.0,158534.0,93100.0,450527.0,171771.0,101178.0,83283.0,91047.0,240143.0,,84939.0,157882.0,,West Ham United,Southampton,win,2020/21
17745.0,444463.0,218031.0,166477.0,244619.0,,166989.0,172780.0,51938.0,203341.0,,101668.0,173515.0,,37915.0,87835.0,199249.0,55605.0,173904.0,132015.0,85971.0,157668.0,108823.0,194252.0,78830.0,,,Leicester City,Tottenham Hotspur,lose,2020/21
225321.0,40386.0,108416.0,83427.0,,,82691.0,63426.0,47247.0,79934.0,,27436.0,167878.0,523700.0,168399.0,68983.0,103914.0,17761.0,218023.0,40145.0,60586.0,433154.0,60551.0,,172782.0,60689.0,,Sheffield United,Burnley,win,2020/21
98980.0,199796.0,169359.0,199798.0,149484.0,,230046.0,122806.0,122775.0,110504.0,193488.0,178301.0,,,84182.0,167074.0,109646.0,174874.0,159506.0,153366.0,96994.0,126187.0,151086.0,219352.0,128389.0,,,Aston Villa,Fulham,win,2020/21
67089.0,106618.0,101148.0,56983.0,111773.0,114243.0,50232.0,179018.0,180135.0,,,180974.0,104547.0,,37915.0,199249.0,173904.0,214225.0,199584.0,132015.0,200826.0,95715.0,231372.0,,78830.0,245824.0,,Newcastle United,Tottenham Hotspur,draw,2020/21
101982.0,176420.0,108053.0,59940.0,146426.0,,50229.0,232787.0,154043.0,101394.0,,49440.0,210407.0,,32259.0,55459.0,164555.0,60232.0,40669.0,217593.0,109322.0,172841.0,215439.0,204480.0,57531.0,,,West Bromwich Albion,West Ham United,lose,2020/21
40836.0,55494.0,49413.0,19419.0,244723.0,,55037.0,86417.0,50472.0,,,60252.0,82403.0,54861.0,80201.0,192895.0,226597.0,156074.0,101184.0,167199.0,223340.0,209289.0,195735.0,153256.0,54694.0,,,Crystal Palace,Arsenal,lose,2020/21
168399.0,68983.0,103914.0,17761.0,51927.0,,40145.0,60586.0,433154.0,60551.0,,172782.0,60689.0,,116535.0,122798.0,219937.0,197464.0,169187.0,116643.0,41733.0,61558.0,,,92217.0,110979.0,118748.0,Burnley,Liverpool,lose,2020/21
67089.0,106618.0,56983.0,111773.0,57145.0,114243.0,50232.0,179018.0,200089.0,,,180974.0,170137.0,,225321.0,40386.0,108416.0,83427.0,,63426.0,47247.0,79934.0,226182.0,,27436.0,167878.0,523700.0,Newcastle United,Sheffield United,win,2020/21
17745.0,444463.0,37642.0,155569.0,,,166989.0,51938.0,168580.0,203341.0,166477.0,101668.0,173515.0,,121160.0,58621.0,171314.0,146941.0,102826.0,205651.0,220566.0,61366.0,27789.0,103025.0,37572.0,,,Leicester City,Manchester City,lose,2020/21
37915.0,199249.0,55605.0,93264.0,199584.0,,132015.0,85971.0,157668.0,108823.0,194252.0,78830.0,,,98980.0,169359.0,199798.0,149484.0,123354.0,122806.0,114283.0,110504.0,184704.0,193488.0,178301.0,,,Tottenham Hotspur,Aston Villa,lose,2020/21
437495.0,66588.0,55914.0,105377.0,149915.0,,219961.0,173821.0,87873.0,221399.0,155405.0,106617.0,,,225321.0,82691.0,63426.0,7645.0,,47247.0,153723.0,79934.0,226182.0,167878.0,169432.0,27436.0,,Leeds United,Sheffield United,win,2020/21
40383.0,158534.0,40146.0,93100.0,171771.0,,101178.0,91047.0,240143.0,20467.0,,84939.0,83283.0,,98747.0,68983.0,17761.0,51927.0,39487.0,60586.0,172782.0,433154.0,60551.0,,60689.0,81183.0,,Southampton,Burnley,win,2020/21
172649.0,184667.0,95658.0,106760.0,214590.0,,74208.0,141746.0,176297.0,220688.0,101582.0,40720.0,,,215059.0,198869.0,83299.0,111478.0,,243505.0,227127.0,60307.0,39155.0,,115382.0,116216.0,50175.0,Manchester United,Brighton and Hove Albion,win,2020/21
