id,name,season,defence_clean sheets,defence_goals conceded,defence_tackles,defence_tackle success %,defence_last man tackles,defence_blocked shots,defence_interceptions,defence_clearances,defence_headed clearance,defence_clearances off line,defence_recoveries,defence_duels won,defence_duels lost,defence_successful 50/50s,defence_aerial battles won,defence_aerial battles lost,defence_own goals,defence_errors leading to goal,teamplay_goals,teamplay_assists,teamplay_passes,teamplay_passes per match,teamplay_big chances created,teamplay_crosses,teamplay_cross accuracy %,teamplay_through balls,teamplay_accurate long balls,discipline_yellow cards,discipline_red cards,discipline_fouls,discipline_offsides,attack_goals,attack_goals per match,attack_headed goals,attack_goals with right foot,attack_goals with left foot,attack_penalties scored,attack_freekicks scored,attack_shots,attack_shots on target,attack_shooting accuracy %,attack_hit woodwork,attack_big chances missed,goalkeeping_saves,goalkeeping_penalties saved,goalkeeping_punches,goalkeeping_high claims,goalkeeping_catches,goalkeeping_sweeper clearances,goalkeeping_throw outs,goalkeeping_goal kicks
p169743,Connor Mahoney,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p468456,Akos Onodi,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p490145,Dane Scarlett,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p73314,Willian José,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p215461,Austin Samuels,2020/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17601,Scott Carson,2020/21,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,6,2
p440241,Jensen Weir,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p243413,Regan Slater,2020/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p421796,Sidnei Tavares,2020/21,0,0,1,100,0,0,0,0,0,0,6,6,5,1,1,1,0,0,0,0,26,13.0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,1,1,100,0,0,0,0,0,0,0,0,0,0
p92159,Jetro Willems,2019/20,2,24,37,51,0,5,17,38,22,0,95,97,65,21,22,16,0,0,0,2,429,22.58,2,32,16,1,9,0,0,10,1,2,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p174254,Pedro Chirivella,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p92259,Neeskens Kebano,2020/21,0,0,0,0,0,3,0,0,0,0,10,4,11,3,0,4,0,0,0,0,36,7.2,0,7,0,0,0,0,0,3,1,0,0.0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
p220682,Arthur Okonkwo,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p475495,Brad Young,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p39104,Mousa Dembélé,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p39790,Kiko Casilla,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p222694,Pascal Struijk,2021/22,0,52,61,64,0,2,33,56,23,1,161,111,90,2,40,39,0,1,0,0,"1,254",43.24,0,0,0,1,60,6,1,25,1,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p462635,Joe Gelhardt,2021/22,0,0,4,0,0,8,0,3,1,0,0,0,0,0,0,0,0,0,0,2,160,8.0,4,3,0,0,0,4,0,17,5,2,0.1,0,1,1,0,0,23,10,43,0,3,0,0,0,0,0,0,0,0
p461533,Ademipo Odubeko,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p439510,Luke Mbete,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p198501,Sead Haksabanovic,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p465299,Anthony Mancini,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p231372,Tanguy Ndombélé,2020/21,0,0,41,49,0,8,19,11,4,0,122,186,127,74,10,18,0,0,0,2,"1,172",35.52,5,7,29,8,21,3,0,26,0,3,0.09,0,2,1,0,0,18,7,39,0,1,0,0,0,0,0,0,0,0
p17339,Steven Davis,2018/19,0,0,2,100,0,0,1,5,3,0,8,3,2,0,1,0,0,0,0,1,68,22.67,1,1,100,1,4,0,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p76306,Lukas Rupp,2021/22,0,0,9,44,0,4,9,6,3,0,55,40,56,18,5,10,0,0,0,0,384,20.21,2,3,33,2,11,0,0,7,0,0,0.0,0,0,0,0,0,12,2,17,0,0,0,0,0,0,0,0,0,0
p478912,Carney Chukwuemeka,2021/22,0,0,7,14,0,3,2,2,1,0,16,29,24,6,7,9,0,0,0,1,120,10.0,1,0,0,0,2,0,0,3,0,0,0.0,0,0,0,0,0,4,1,25,0,1,0,0,0,0,0,0,0,0
p15885,Adam Federici,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40616,Stephen Ward,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p102057,Raúl Jiménez,2021/22,0,0,29,0,0,14,13,26,23,0,0,0,0,0,0,0,0,0,0,4,751,22.09,4,10,0,0,0,5,2,43,23,6,0.18,0,5,1,1,0,57,16,28,1,9,0,0,0,0,0,0,0,0
p103123,Sébastien Haller,2020/21,0,0,14,0,0,3,5,7,7,0,0,0,0,0,0,0,0,0,0,0,245,15.31,1,2,0,0,0,0,0,24,10,3,0.19,1,2,0,0,0,25,11,44,1,3,0,0,0,0,0,0,0,0
p179596,Elliott Moore,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p71738,Marco Stiepermann,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p67735,Ben Marshall,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p81441,Mark Gillespie,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p218997,Ellis Simms,2020/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p84482,Tomás Kalas,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p487835,Ben Chrisene,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p61316,Joselu,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p174308,Julio Pleguezuelo,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p182539,Dani Ceballos,2020/21,0,0,37,59,0,4,35,14,10,0,136,95,93,26,8,13,0,0,0,3,"1,272",50.88,4,29,31,7,70,4,0,23,0,0,0.0,0,0,0,0,0,13,2,15,1,0,0,0,0,0,0,0,0,0
p11352,Bruno,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p149736,Chancel Mbemba,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p28609,Adam Legzdins,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p432656,Eric García,2020/21,0,12,8,88,0,0,4,10,3,0,19,13,14,0,3,8,0,0,0,0,339,56.5,0,0,0,1,10,0,0,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p90440,Tom Trybull,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p146610,Jack O'Connell,2020/21,0,3,3,33,0,0,2,7,4,0,8,8,12,0,5,10,0,0,0,0,77,38.5,0,1,0,0,4,0,0,0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p465276,Sam McCallum,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p39725,Anders Lindegaard,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p180974,Joelinton,2020/21,0,0,33,0,0,8,9,21,13,0,0,0,0,0,0,0,0,0,0,2,582,18.77,4,12,0,0,0,3,0,24,6,4,0.13,0,3,1,1,0,44,21,48,0,4,0,0,0,0,0,0,0,0
p166477,Timothy Castagne,2021/22,4,30,67,46,0,1,29,46,33,0,102,119,93,6,39,38,0,1,0,0,"1,102",40.81,1,40,25,0,34,1,0,15,1,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p164484,Zack Steffen,2020/21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26.0,0,0,0,0,1,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,4,8
p209036,Marc Guéhi,2021/22,10,43,35,49,0,7,30,126,64,2,192,149,75,12,68,54,0,0,0,1,"2,346",65.17,1,3,0,1,157,4,0,14,0,2,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p168580,Ayoze Pérez,2020/21,0,0,32,0,0,13,10,7,2,0,0,0,0,0,0,0,0,0,0,1,470,18.8,0,21,0,0,0,2,0,31,7,2,0.08,0,2,0,0,0,31,13,42,2,4,0,0,0,0,0,0,0,0
p450539,Myles Peart-Harris,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p475168,João Pedro,2021/22,0,0,20,0,0,13,15,17,9,0,0,0,0,0,0,0,0,0,0,1,548,19.57,5,24,0,0,0,1,0,13,6,3,0.11,1,2,0,0,0,47,16,34,0,6,0,0,0,0,0,0,0,0
p180184,Donny van de Beek,2021/22,0,0,21,52,0,3,8,5,2,0,42,36,43,4,8,7,0,0,0,0,275,18.33,1,6,0,2,3,1,0,9,0,2,0.13,1,0,1,0,0,7,2,29,0,0,0,0,0,0,0,0,0,0
p19419,Gary Cahill,2020/21,4,39,13,69,0,3,13,86,48,0,64,86,53,1,69,38,0,0,0,1,746,37.3,0,0,0,0,48,3,0,12,3,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p492374,Jack Jenkins,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p177815,Dominic Calvert-Lewin,2020/21,0,0,17,0,0,11,6,33,31,0,0,0,0,0,0,0,0,0,0,0,675,20.45,1,9,0,0,0,3,0,37,18,16,0.48,7,8,1,0,0,83,46,55,1,17,0,0,0,0,0,0,0,0
p492066,Niall Huggins,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p74297,Leandro Bacuna,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p432990,Yasser Larouci,2020/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p244853,Malachi Fagan-Walcott,2020/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p243505,Jakub Moder,2021/22,0,0,42,60,0,10,10,20,8,0,107,90,110,12,25,37,0,0,0,3,760,27.14,5,45,18,6,12,2,0,19,0,0,0.0,0,0,0,0,0,28,6,21,4,4,0,0,0,0,0,0,0,0
p200720,Caoimhín Kelleher,2020/21,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,26.0,0,0,0,0,4,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,1,12,14
p488404,Facundo Pellistri,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p17476,Vincent Kompany,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p60914,Joël Matip,2020/21,3,5,14,64,1,1,7,22,14,0,43,41,23,0,23,11,0,0,0,2,546,54.6,3,0,0,1,14,2,0,11,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p203368,Frédéric Guilbert,2020/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p109345,Solly March,2020/21,0,0,49,47,0,10,22,21,8,0,117,133,105,44,15,22,0,0,0,1,717,34.14,1,120,16,0,43,0,0,26,2,2,0.1,1,1,0,0,0,22,4,18,1,1,0,0,0,0,0,0,0,0
p40142,Andy Carroll,2020/21,0,0,3,0,0,6,0,14,13,0,0,0,0,0,0,0,0,0,0,0,136,7.56,0,0,0,0,0,1,0,12,4,1,0.06,0,0,1,0,0,14,2,14,0,0,0,0,0,0,0,0,0,0
p467114,Oliver Casey,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p228798,Cengiz Ünder,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p42748,Gaëtan Bong,2019/20,0,3,1,0,0,0,0,0,0,0,3,3,5,1,0,3,0,0,0,0,27,6.75,0,6,17,0,1,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p172782,Josh Brownhill,2020/21,0,0,45,60,0,10,69,37,16,0,195,155,135,15,65,54,0,0,0,1,"1,172",35.52,0,17,24,1,33,2,0,36,2,0,0.0,0,0,0,0,0,34,7,21,1,0,0,0,0,0,0,0,0,0
p217487,Mbwana Samatta,2020/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p165153,Timo Werner,2021/22,0,0,8,0,0,17,2,4,0,0,0,0,0,0,0,0,0,0,0,1,372,17.71,0,23,0,0,0,1,0,11,11,4,0.19,0,2,2,0,0,45,16,36,3,5,0,0,0,0,0,0,0,0
p82514,Tim Ream,2020/21,0,13,12,42,1,0,6,23,7,0,35,24,18,1,11,10,0,0,0,0,468,66.86,0,0,0,0,26,0,0,3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p106618,Paul Dummett,2020/21,3,20,16,44,0,0,16,71,38,0,44,62,49,3,39,31,0,0,0,0,518,34.53,0,10,40,0,32,2,0,9,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p98747,Nick Pope,2020/21,11,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,839,26.22,0,0,0,0,279,1,0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,0,114,0,11,31,4,28,136,251
p431131,Moussa Djenepo,2020/21,0,0,52,52,0,4,10,12,7,0,68,129,135,27,12,31,0,0,0,0,382,14.15,0,9,11,0,7,5,0,29,3,1,0.04,0,0,1,0,0,14,2,14,1,1,0,0,0,0,0,0,0,0
p461096,Lewis Richardson,2020/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p456966,Caleb Watts,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p83283,Nathan Redmond,2020/21,0,0,30,57,0,11,11,8,2,0,93,94,139,39,10,26,0,0,0,3,697,24.03,6,29,14,1,20,1,0,31,3,2,0.07,0,2,0,0,0,45,13,29,1,2,0,0,0,0,0,0,0,0
p103100,Jonny Williams,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p223175,Matty Longstaff,2020/21,0,0,3,67,0,0,7,2,2,0,24,15,14,2,5,4,0,0,0,0,139,27.8,0,4,50,0,3,0,0,3,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p3773,Peter Crouch,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p461195,Dennis Cirkin,2020/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p41184,Marouane Fellaini,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p169185,Herbie Kane,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p115858,Rachid Ghezzal,2020/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p182156,Leroy Sané,2020/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p514292,Taylor Jay-Hart,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p157775,Ken Sema,2021/22,0,0,16,38,0,2,5,10,7,0,53,47,88,12,12,23,0,0,0,0,188,10.44,2,31,42,0,7,1,0,15,0,0,0.0,0,0,0,0,0,3,1,33,0,0,0,0,0,0,0,0,0,0
p447932,Jordan Zemura,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p128389,Aleksandar Mitrovic,2020/21,0,0,7,0,0,12,3,7,6,0,0,0,0,0,0,0,0,0,0,3,378,14.0,4,4,0,0,0,3,0,22,3,3,0.11,1,1,1,1,0,59,20,34,1,4,0,0,0,0,0,0,0,0
p41270,David Luiz,2020/21,3,18,12,75,1,5,16,49,29,0,64,55,31,3,35,14,0,0,0,0,998,49.9,1,9,0,3,71,1,1,15,1,1,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
p59846,Ander Herrera,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p104542,Loris Karius,2020/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p41674,Kevin Long,2020/21,1,13,11,55,0,0,6,24,9,0,40,31,30,0,18,21,0,0,0,0,265,33.13,0,1,0,0,21,2,0,7,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p11948,Andy Lonergan,2020/21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p145232,Daniel Grimshaw,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p168196,Joel Pereira,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p79228,Pape Souaré,2019/20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p216095,Nathanael Ogbeta,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p195546,Emiliano Buendía,2021/22,0,0,38,47,0,13,9,9,4,0,110,141,147,40,19,35,0,0,0,6,851,24.31,8,34,15,21,27,1,0,17,3,4,0.11,1,3,0,0,0,44,13,30,0,3,0,0,0,0,0,0,0,0
p204454,Isaac Mbenza,2018/19,0,0,10,0,0,7,5,4,1,0,0,0,0,0,0,0,0,0,0,1,232,10.55,2,34,0,0,0,1,0,8,5,1,0.05,0,1,0,0,0,16,5,31,0,0,0,0,0,0,0,0,0,0
p146941,Aymeric Laporte,2020/21,7,10,13,46,0,2,11,28,16,0,66,65,34,2,42,21,0,0,0,0,"1,274",79.63,1,1,0,0,47,1,0,9,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
