id,name,season,defence_clean sheets,defence_goals conceded,defence_tackles,defence_tackle success %,defence_last man tackles,defence_blocked shots,defence_interceptions,defence_clearances,defence_headed clearance,defence_clearances off line,defence_recoveries,defence_duels won,defence_duels lost,defence_successful 50/50s,defence_aerial battles won,defence_aerial battles lost,defence_own goals,defence_errors leading to goal,teamplay_goals,teamplay_assists,teamplay_passes,teamplay_passes per match,teamplay_big chances created,teamplay_crosses,teamplay_cross accuracy %,teamplay_through balls,teamplay_accurate long balls,discipline_yellow cards,discipline_red cards,discipline_fouls,discipline_offsides,attack_goals,attack_goals per match,attack_headed goals,attack_goals with right foot,attack_goals with left foot,attack_penalties scored,attack_freekicks scored,attack_shots,attack_shots on target,attack_shooting accuracy %,attack_hit woodwork,attack_big chances missed,goalkeeping_saves,goalkeeping_penalties saved,goalkeeping_punches,goalkeeping_high claims,goalkeeping_catches,goalkeeping_sweeper clearances,goalkeeping_throw outs,goalkeeping_goal kicks
p54861,Christian Benteke,2018/19,0,0,5,0,0,5,0,14,11,0,0,0,0,0,0,0,0,0,0,1,241,15.06,3,1,0,0,0,1,0,18,10,1,0.06,1,0,0,0,0,26,8,31,2,6,0,0,0,0,0,0,0,0
p213405,Filip Benkovic,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p449926,Adrián Bernabé,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p182436,Ben Woodburn,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p100649,Bernard,2018/19,0,0,49,0,0,9,27,12,2,0,0,0,0,0,0,0,0,0,0,3,806,23.71,4,51,0,0,0,5,0,17,2,1,0.03,0,1,0,0,0,23,5,22,1,4,0,0,0,0,0,0,0,0
p56981,Joe Bennett,2018/19,8,50,50,58,0,4,60,84,30,0,129,143,74,24,35,17,0,0,0,1,694,23.13,0,43,26,2,41,5,0,20,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p217401,Josh Benson,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p41321,Yohan Benalouane,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p83312,Ben Gibson,2018/19,0,3,1,100,1,0,0,2,2,0,3,3,5,0,2,4,0,0,0,0,33,33.0,0,0,0,0,1,1,0,2,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p40349,Asmir Begovic,2018/19,5,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,530,22.08,0,0,0,0,137,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,60,0,4,19,5,8,128,192
p98745,Héctor Bellerín,2018/19,3,21,15,80,0,8,20,33,20,0,79,57,69,15,21,24,1,0,0,5,785,41.32,4,39,23,6,25,3,0,16,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p171771,Jan Bednarek,2018/19,3,37,41,61,1,2,71,168,76,2,129,127,105,1,80,61,0,0,0,1,822,32.88,1,1,0,3,42,7,0,22,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p77610,Danny Batth,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p462029,Connor Barrett,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p159039,Antonio Barreca,2018/19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2.0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p468236,Yan Couto,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p447880,Josh Wilson-Esbrand,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p216646,Yoane Wissa,2021/22,0,0,12,50,0,6,8,5,4,0,58,73,71,19,20,31,0,0,0,1,273,9.1,0,11,9,2,5,0,0,8,7,7,0.23,1,4,2,0,0,32,13,41,0,2,0,0,0,0,0,0,0,0
p491556,Charlie Whitaker,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p515503,Jack Wells-Morrison,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p498367,Dylan Williams,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p120202,Wout Weghorst,2021/22,0,0,17,0,0,5,6,13,8,0,0,0,0,0,0,0,0,0,0,3,426,21.3,2,4,0,0,0,3,0,30,9,2,0.1,1,1,0,0,0,30,9,30,2,6,0,0,0,0,0,0,0,0
p461548,Zidane Iqbal,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p162344,Philip Zinckernagel,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p420922,Jan Zamburek,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p460029,Nathan Young-Coombes,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p514229,Sam Waller,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p461584,Wanya Marçal-Madivadua,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p514354,Mikki van Sas,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p90152,Raphaël Varane,2021/22,5,22,28,68,0,3,18,78,46,0,78,92,38,2,56,20,0,0,0,1,"1,151",52.32,1,1,0,0,80,0,0,5,0,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p105518,Joel Valencia,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p450434,Deniz Undav,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p448496,Ed Turns,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p439509,Christos Tzolis,2021/22,0,0,5,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,96,6.86,1,7,0,0,0,0,0,2,2,0,0.0,0,0,0,0,0,6,2,33,0,0,0,0,0,0,0,0,0,0
p130036,Ozan Tufan,2021/22,0,0,3,67,0,0,2,3,0,0,13,9,28,3,3,9,0,0,0,0,115,16.43,0,7,0,1,3,0,0,9,0,0,0.0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0
p461046,Antef Tsoungui,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p131304,William Troost-Ekong,2021/22,0,30,18,50,2,0,7,81,37,0,74,45,42,1,24,23,0,1,0,0,601,35.35,0,0,0,0,67,3,0,13,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p201410,Auston Trusty,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p222564,Trincão,2021/22,0,0,28,0,0,7,12,0,0,0,0,0,0,0,0,0,0,0,0,1,427,15.25,2,33,0,0,0,0,0,13,1,2,0.07,0,0,2,0,0,32,14,44,2,6,0,0,0,0,0,0,0,0
p446281,Tony Springett,2021/22,0,0,2,50,0,0,0,1,0,0,6,8,14,1,1,6,0,0,0,0,36,12.0,1,2,50,0,0,1,0,1,0,0,0.0,0,0,0,0,0,1,1,100,0,1,0,0,0,0,0,0,0,0
p510362,Toti,2021/22,0,6,11,64,0,1,8,14,7,0,17,32,17,5,13,10,0,0,0,0,201,50.25,0,1,0,0,6,1,0,2,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p144485,Ivan Toney,2021/22,0,0,33,0,0,24,14,42,35,0,0,0,0,0,0,0,0,0,0,5,733,22.21,10,28,0,0,0,8,0,50,25,12,0.36,2,10,0,5,0,88,30,34,2,6,0,0,0,0,0,0,0,0
p451310,Jonathan Tomkinson,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p223723,Takehiro Tomiyasu,2021/22,7,20,35,49,0,2,24,55,29,0,89,104,84,9,47,40,0,0,0,1,921,43.86,1,31,42,1,36,2,0,16,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p232245,Zak Swanson,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p235546,Jacob Sørensen,2021/22,0,0,22,50,0,3,10,18,9,0,48,37,28,3,11,9,0,0,0,0,302,30.2,0,2,50,0,18,0,0,7,0,0,0.0,0,0,0,0,0,5,1,20,0,0,0,0,0,0,0,0,0,0
p448482,Robert Street,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p518504,James Storer,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p442416,Toby Stevenson,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p447902,Kamal Sowah,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p450550,Finley Stevens,2021/22,0,0,3,33,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,6,6.0,0,1,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p225902,Boubakary Soumaré,2021/22,0,0,19,68,0,0,14,18,12,0,62,77,59,14,27,11,0,0,0,1,536,28.21,0,4,25,0,14,0,0,16,0,0,0.0,0,0,0,0,0,6,2,33,0,0,0,0,0,0,0,0,0,0
p224909,Sebastian Soto,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p487827,Jude Soonsup-Bell,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p248852,Tom Smith,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p434044,Cieran Slicker,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p217245,Danel Sinani,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p450543,Xavier Simons,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p162651,Samir,2021/22,3,36,24,46,0,4,43,81,42,1,103,89,66,2,48,34,0,2,0,0,667,35.11,0,0,0,0,39,4,0,17,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p461030,Kamarai Simon-Swyer,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p437742,Albert Sambi Lokonga,2021/22,0,0,22,82,0,4,13,11,8,0,72,55,43,3,16,20,0,1,0,0,818,43.05,1,2,50,6,35,5,0,12,0,0,0.0,0,0,0,0,0,20,8,40,0,0,0,0,0,0,0,0,0,0
p483365,Jonathan Rowe,2021/22,0,0,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,1,66,5.08,0,4,0,0,0,0,0,3,1,0,0.0,0,0,0,0,0,3,2,67,1,0,0,0,0,0,0,0,0,0
p244850,Morgan Rogers,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p226956,Mads Roerslev,2021/22,1,27,23,52,0,1,16,26,13,0,54,47,75,4,12,25,0,0,0,1,297,14.14,2,35,26,0,10,1,0,18,2,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p516211,Abdallah Sima,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p232522,Nathan Shepperd,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p208973,Francisco Sierralta,2021/22,0,9,7,43,0,0,6,34,18,0,17,27,8,2,15,1,1,0,0,0,182,36.4,0,0,0,0,4,0,0,4,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p240514,Kjell Scherpen,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p499857,Teddy Sharman-Lowe,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p461529,Charlie Savage,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p441192,Jeremy Sarmiento,2021/22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,3.6,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p209243,Jadon Sancho,2021/22,0,0,14,0,0,9,15,5,3,0,0,0,0,0,0,0,0,0,0,3,935,32.24,5,28,0,0,0,0,0,4,7,3,0.1,0,3,0,0,0,26,9,35,0,3,0,0,0,0,0,0,0,0
p154561,David Raya,2021/22,8,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,960,40.0,0,0,0,0,259,1,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,78,0,7,27,7,16,118,202
p212723,Milot Rashica,2021/22,0,0,31,61,0,12,15,22,10,0,110,106,163,16,12,28,0,0,0,2,459,14.81,1,128,21,3,21,0,0,23,13,1,0.03,0,1,0,0,0,44,17,39,1,3,0,0,0,0,0,0,0,0
p226961,Luka Racic,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p441428,Jarell Quansah,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p243571,Nathan Patterson,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p450544,Charlie Patino,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p505239,Maksim Paskotsi,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p498046,Salah-Eddine Oulad M'hand,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p439141,Tyrese Omotoye,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p209418,Tobi Omole,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p466404,Andrew Omobamidele,2021/22,0,9,8,75,0,1,5,13,5,0,29,18,19,0,5,10,0,0,0,0,227,45.4,0,0,0,0,14,1,0,3,0,1,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p226245,Josh Oluwayemi,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p443661,Michael Olise,2021/22,0,0,22,82,0,4,6,6,1,0,66,84,104,28,7,17,0,0,0,5,547,21.04,8,96,19,4,28,4,0,16,1,2,0.08,0,0,2,0,1,19,10,53,0,0,0,0,0,0,0,0,0,0
p487849,Kazeem Olaigbe,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p248520,Aaron Pressley,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p490142,Freddie Potts,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p467311,Matthew Pollock,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p432767,Maurizio Pochettino,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p450541,Luke Plange,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p428626,Przemyslaw Placheta,2021/22,0,0,4,75,0,1,2,4,2,0,25,21,34,10,1,8,0,0,0,0,132,11.0,1,23,22,1,6,1,0,1,0,0,0.0,0,0,0,0,0,8,7,88,0,0,0,0,0,0,0,0,0,0
p231065,Ethan Pinnock,2021/22,7,43,51,69,1,3,44,148,91,0,141,216,101,9,143,72,0,0,0,1,"1,416",44.25,2,21,19,0,64,1,0,9,1,1,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p244560,Romain Perraud,2021/22,3,33,34,65,0,5,17,38,10,1,77,74,86,8,16,24,0,0,0,1,534,26.7,1,69,9,1,11,3,0,31,0,0,0.0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
p84583,Philippe Coutinho,2021/22,0,0,17,71,0,9,7,4,2,0,53,63,82,21,5,17,0,0,0,3,629,33.11,5,18,22,3,27,0,0,8,4,5,0.26,0,5,0,0,0,43,16,37,0,2,0,0,0,0,0,0,0,0
p496228,Sonny Perkins,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p140941,Stipe Perica,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p456840,Jaakko Oksanen,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p492443,Maduka Okoye,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p248865,Armstrong Oko-Flex,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p445548,Odeluga Offiah,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p449444,Mazeed Ogungbo,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p515599,Tommi O'Reilly,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p235644,Kane O'Connor,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p437696,Chituru Odunze,2021/22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p128295,Christian Nørgaard,2021/22,0,0,109,55,0,7,64,56,27,0,270,210,205,18,50,68,0,0,0,4,"1,665",47.57,7,13,23,6,74,8,0,56,0,3,0.09,1,1,1,0,0,27,9,33,1,4,0,0,0,0,0,0,0,0
p437626,Nuno Tavares,2021/22,3,19,21,67,0,4,9,30,20,0,68,75,84,18,24,22,0,1,0,1,586,26.64,1,40,23,0,13,2,0,23,1,1,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
p52775,Nicolas Nkoulou,2021/22,0,2,1,0,0,0,2,8,4,0,9,4,2,1,2,0,0,0,0,0,57,19.0,0,0,0,0,4,0,0,1,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
