home/name,away/name,home/gk_0,home/df_0,home/df_1,home/df_2,home/df_3,home/df_4,home/mf_0,home/mf_1,home/mf_2,home/mf_3,home/mf_4,home/fw_0,home/fw_1,home/fw_2,away/gk_0,away/df_0,away/df_1,away/df_2,away/df_3,away/mf_0,away/mf_1,away/mf_2,away/mf_3,away/mf_4,away/fw_0,away/fw_1,away/fw_2,home_result,season
Bournemouth,Crystal Palace,225321,126184,56917,54469,154131,-1,152551,153682,111317,155408,78007,75115,-1,-1,40836,55494,19419,74230,19188,55037,50471,66975,-1,-1,82403,80146,54861,lose,2019/20
Brighton and Hove Albion,Arsenal,131897,83299,110735,78916,74375,-1,60307,116216,227127,74471,66242,115382,-1,-1,80201,156074,98745,69140,111457,242166,223340,182539,-1,-1,195735,59966,54694,win,2019/20
Everton,Liverpool,111234,101188,106611,194164,59949,-1,153133,232826,173807,120250,-1,212319,177815,-1,116535,15157,60914,169187,97032,175592,56979,116643,-1,-1,92217,110979,157882,draw,2019/20
Norwich City,Southampton,20480,194799,198826,232980,84384,-1,195546,193111,90440,78607,-1,81048,57127,-1,58376,40146,213482,171771,88900,101178,83283,132015,91047,-1,84939,220598,-1,lose,2019/20
Tottenham Hotspur,Manchester United,37915,93264,115556,173904,80226,-1,85971,157668,45268,194252,62974,78830,-1,-1,51940,214590,184667,106760,95658,101582,141746,200617,176297,195851,148225,-1,-1,draw,2019/20
Manchester City,Burnley,121160,206325,121145,27789,57410,-1,165809,220566,20664,-1,-1,209244,37572,103025,98747,17761,51927,68983,103914,172782,433154,40145,60551,-1,44683,81183,-1,win,2019/20
Watford,Leicester City,9089,60232,155651,54484,85624,-1,121599,108413,232185,38439,61566,41725,-1,-1,17745,37642,220627,218031,172850,166989,172780,201666,203341,51938,101668,-1,-1,draw,2019/20
West Ham United,Wolverhampton Wanderers,37096,219924,204480,55459,232391,-1,217593,178186,215439,101537,18073,57531,-1,-1,38533,90585,94147,107613,-1,171317,114128,19624,87835,151589,102057,194634,-1,lose,2019/20
Newcastle United,Sheffield United,67089,57145,101148,109528,38290,-1,50232,170137,56983,153127,-1,179018,180974,-1,172649,40386,108416,83427,-1,82691,63426,47247,207189,79934,169432,18867,-1,win,2019/20
Burnley,Watford,98747,17761,51927,68983,103914,-1,172782,433154,40145,60551,-1,44683,81183,-1,9089,60232,155651,54484,85624,108413,43250,232185,38439,-1,50175,41725,-1,win,2019/20
Chelsea,Manchester City,109745,135363,82263,41328,102380,-1,88894,184341,116594,-1,-1,47431,176413,44346,121160,58621,146941,102826,27789,220566,61366,59859,-1,-1,103955,103025,165809,win,2019/20
Leicester City,Brighton and Hove Albion,17745,37642,220627,218031,172850,-1,86881,172632,203341,172780,-1,101668,173515,-1,131897,78916,110735,232792,83299,40845,227127,243016,74471,-1,115382,233425,-1,draw,2019/20
Liverpool,Crystal Palace,116535,169187,122798,97032,171287,-1,41733,56979,116643,-1,-1,110979,118748,92217,20066,55494,19419,74230,40784,82403,50471,55037,60252,50472,80146,-1,-1,win,2019/20
Manchester United,Sheffield United,51940,214590,184667,106760,95658,-1,176297,141746,74208,220688,62398,148225,-1,-1,74854,40386,7645,83427,-1,82691,63426,47247,153723,79934,178304,27436,-1,win,2019/20
Newcastle United,Aston Villa,67089,57145,101148,109528,38290,-1,50232,170137,56983,153127,-1,179018,180974,-1,98770,169359,149484,199798,123354,114283,122806,230046,-1,-1,217487,193488,148508,draw,2019/20
Norwich City,Everton,20480,194799,198826,232980,84384,-1,76306,78607,89470,139110,18665,81048,-1,-1,111234,101188,106611,194164,59949,153133,173807,120250,100649,-1,212319,177815,-1,lose,2019/20
Southampton,Arsenal,58376,40146,213482,171771,88900,-1,101178,83283,132015,91047,-1,84939,220598,-1,98980,192895,156074,69140,-1,84450,223340,98745,182539,-1,54694,195735,205533,lose,2019/20
Tottenham Hotspur,West Ham United,37915,93264,115556,173904,80226,-1,85971,108823,95715,200826,45268,78830,-1,-1,37096,55459,81012,219924,166640,18073,204480,178186,215439,217593,57531,-1,-1,win,2019/20
Wolverhampton Wanderers,Bournemouth,38533,90585,94147,107613,-1,-1,171317,114128,19624,87835,-1,102057,159533,194634,225321,126184,56917,54469,154131,56872,168991,111317,152551,155408,75115,-1,-1,win,2019/20
Arsenal,Norwich City,98980,69140,41270,111457,-1,-1,182539,192895,84450,98745,-1,200641,59966,54694,20480,194799,198826,232980,18665,193111,195546,76306,90440,78607,57127,-1,-1,win,2019/20
Aston Villa,Wolverhampton Wanderers,98770,169359,149484,199798,123354,-1,114283,230046,184704,85242,-1,221239,217487,-1,38533,90585,94147,107613,-1,171317,114128,19624,87835,151589,102057,194634,-1,lose,2019/20
Bournemouth,Newcastle United,225321,126184,56917,54469,235530,-1,220307,152551,168991,111317,-1,154566,78007,-1,67089,111773,109528,101148,57145,50232,180974,170137,180135,126407,104547,-1,-1,lose,2019/20
Brighton and Hove Albion,Manchester United,131897,86153,61933,78916,83299,-1,40845,227127,232792,66242,-1,243016,233425,-1,51940,214590,184667,106760,95658,176297,141746,74208,220688,62398,148225,-1,-1,lose,2019/20
Crystal Palace,Burnley,40836,55494,19419,74230,19188,-1,60252,82403,50471,66975,55037,80146,-1,-1,98747,51927,103914,17761,17997,40145,172782,60551,39487,-1,433154,81183,-1,lose,2019/20
Everton,Leicester City,111234,101188,106611,194164,59949,-1,232826,55422,153133,120250,-1,212319,177815,-1,17745,37642,220627,218031,172850,201666,166989,203341,51938,106837,101668,-1,-1,win,2019/20
Manchester City,Liverpool,121160,58621,146941,102826,432656,-1,59859,220566,61366,103955,209244,205651,-1,-1,116535,169187,122798,97032,171287,41733,56979,116643,-1,-1,110979,118748,92217,win,2019/20
Sheffield United,Tottenham Hotspur,172649,40386,108416,83427,-1,-1,82691,63426,207189,79934,167878,169432,27436,-1,37915,93264,115556,173904,80226,85971,194252,95715,200826,45268,78830,-1,-1,win,2019/20
Watford,Southampton,9089,60232,155651,41338,54484,-1,121599,108413,232185,38439,61566,41725,-1,-1,58376,40146,158534,171771,93100,83283,101178,214466,78056,-1,84939,20452,-1,lose,2019/20
West Ham United,Chelsea,37096,55459,81012,219924,40669,-1,86934,178186,215439,204480,217593,57531,-1,-1,109745,135363,82263,41328,102380,91651,116594,88894,-1,-1,47431,176413,173879,win,2019/20
Burnley,Sheffield United,98747,17761,103914,17997,41674,-1,433154,172782,60551,39487,-1,44683,81183,-1,172649,40386,108416,83427,-1,82691,63426,207189,79934,167878,169432,27436,-1,draw,2019/20
Chelsea,Watford,109745,41328,225796,103192,135363,-1,88894,184341,116594,-1,-1,47431,176413,44346,9089,60232,20145,54484,85624,108413,89085,121599,232185,38439,41725,-1,-1,win,2019/20
Leicester City,Crystal Palace,17745,37642,218031,220627,-1,-1,166989,172850,203341,51938,-1,101668,168580,173515,40836,55494,19419,74230,40784,50471,80146,66975,82403,173954,54861,-1,-1,win,2019/20
Liverpool,Aston Villa,116535,169187,122798,97032,171287,-1,175592,81880,116643,-1,-1,118748,110979,152760,8432,123354,199798,47390,149484,148508,122806,193488,230046,-1,114283,221239,-1,win,2019/20
Manchester United,Bournemouth,51940,214590,184667,106760,95658,-1,176297,141746,74208,220688,62398,148225,-1,-1,225321,54469,235530,126184,171129,152551,56872,155408,111317,-1,154566,78007,-1,win,2019/20
Newcastle United,West Ham United,67089,111773,109528,101148,57145,-1,170137,50232,153127,179018,180974,104547,-1,-1,37096,55459,81012,219924,40669,86934,178186,215439,204480,217593,57531,-1,-1,draw,2019/20
Norwich City,Brighton and Hove Albion,20480,194799,198826,232980,84384,-1,195546,78607,139110,89470,18665,81048,-1,-1,131897,78916,110735,232792,83299,116216,227127,74471,66242,-1,115382,233425,-1,lose,2019/20
Southampton,Manchester City,58376,40146,158534,171771,88900,-1,91047,78056,101178,83283,-1,84939,200439,-1,121160,206325,121145,146941,432656,165809,20664,27789,-1,-1,103955,205651,103025,win,2019/20
Tottenham Hotspur,Everton,37915,115556,80226,55605,93264,-1,157668,45268,200826,-1,-1,85971,78830,95715,111234,101188,106611,194164,59949,173807,55422,120250,153133,-1,212319,177815,-1,win,2019/20
Wolverhampton Wanderers,Arsenal,38533,90585,94147,107613,-1,-1,171317,114128,19624,87835,151589,102057,159533,-1,98980,69140,41270,111457,-1,58822,84450,182539,192895,-1,54694,223340,205533,lose,2019/20
Arsenal,Leicester City,98980,69140,41270,111457,-1,-1,182539,192895,84450,98745,-1,223340,59966,54694,17745,37642,218031,41727,-1,203341,220627,51938,166989,-1,101668,168580,173515,draw,2019/20
Aston Villa,Manchester United,8432,123354,199798,47390,149484,-1,148508,122806,193488,230046,-1,114283,217487,-1,51940,214590,184667,106760,95658,176297,141746,74208,220688,62398,148225,-1,-1,lose,2019/20
Bournemouth,Tottenham Hotspur,225321,126184,54469,235530,171129,-1,56872,152551,40387,111317,-1,75115,78007,-1,37915,80226,115556,55605,39194,157668,45268,200826,-1,-1,78830,194252,62974,draw,2019/20
Brighton and Hove Albion,Liverpool,131897,78916,110735,232792,83299,-1,40845,60307,243016,66242,-1,115382,116216,-1,116535,169187,97032,171287,215136,56979,175592,41733,-1,-1,118748,92217,81880,lose,2019/20
Crystal Palace,Chelsea,40836,55494,19419,74230,19188,-1,82403,50471,55037,66975,80146,54861,-1,-1,109745,41328,225796,103192,135363,184341,88894,243568,-1,-1,47431,176413,44346,lose,2019/20
Everton,Southampton,111234,164511,106611,101188,59949,-1,153133,232826,173807,120250,-1,212319,177815,-1,58376,40146,158534,171771,88900,91047,78056,101178,83283,-1,84939,200439,-1,draw,2019/20
Manchester City,Newcastle United,121160,206325,121145,97299,57410,-1,61366,220566,20664,-1,-1,205651,103025,209244,67089,57145,111773,151119,38290,56983,119471,116543,126407,-1,50232,180974,-1,win,2019/20
Sheffield United,Wolverhampton Wanderers,172649,146610,40386,108416,-1,-1,82691,63426,207189,79934,167878,169432,18867,-1,38533,90585,94147,107613,-1,171317,114128,19624,87835,-1,102057,159533,194634,win,2019/20
Watford,Norwich City,9089,60232,155651,54484,85624,-1,121599,108413,38439,50175,232185,41725,-1,-1,20480,194799,198826,232980,84384,195546,37614,71738,89470,18665,57127,-1,-1,win,2019/20
West Ham United,Burnley,37096,55459,81012,219924,40669,-1,204480,217593,178186,215439,56377,57531,-1,-1,98747,17761,103914,17997,41674,433154,172782,60551,39487,-1,44683,81183,-1,lose,2019/20
Aston Villa,Crystal Palace,8432,149484,199798,47390,37339,-1,122806,230046,85242,-1,-1,114283,148508,217487,40836,55494,74230,19188,40784,82403,50471,55037,66975,80146,54861,-1,-1,win,2019/20
Bournemouth,Leicester City,225321,154131,235530,126184,171129,-1,152551,111317,40387,220307,-1,75115,154566,-1,17745,37642,218031,220627,-1,166989,203341,51938,37402,-1,101668,168580,173515,win,2019/20
Brighton and Hove Albion,Manchester City,131897,83299,110735,86153,209362,-1,116216,227127,74471,66242,-1,60307,233425,-1,121160,58621,146941,102826,432656,165809,220566,61366,-1,-1,103955,205651,103025,lose,2019/20
Liverpool,Burnley,116535,122798,97032,171287,215136,-1,116643,206915,41733,-1,-1,110979,118748,92217,98747,17761,103914,17997,41674,433154,172782,60551,39487,-1,60689,44683,-1,draw,2019/20
Manchester United,Southampton,51940,214590,184667,106760,95658,-1,176297,141746,74208,220688,62398,148225,-1,-1,58376,40146,158534,171771,88900,91047,78056,101178,83283,-1,84939,200439,-1,draw,2019/20
Norwich City,West Ham United,20480,194799,198826,232980,84384,-1,195546,37614,71738,89470,18665,57127,-1,-1,37096,55459,81012,219924,40669,18073,204480,178186,215439,217593,57531,-1,-1,lose,2019/20
Sheffield United,Chelsea,172649,146610,40386,108416,-1,-1,82691,63426,207189,79934,167878,169432,27436,-1,109745,41328,225796,103192,135363,88894,184341,85955,-1,-1,47431,176413,173879,win,2019/20
Tottenham Hotspur,Arsenal,37915,115556,173904,55605,80226,-1,45268,200826,95715,157668,-1,85971,78830,-1,98980,69140,41270,111457,-1,182539,192895,84450,98745,-1,195735,59966,54694,win,2019/20
Watford,Newcastle United,9089,60232,155651,54484,85624,-1,121599,108413,38439,50175,232185,41725,-1,-1,67089,57145,101148,109528,38290,56983,119471,50232,170137,-1,179018,104547,-1,win,2019/20
Wolverhampton Wanderers,Everton,38533,90585,94147,107613,-1,-1,87835,171317,114128,151589,-1,102057,247632,200600,111234,164511,106611,101188,-1,232826,173807,12745,20467,55422,212319,177815,-1,win,2019/20
Arsenal,Liverpool,98980,192895,156074,41270,-1,-1,84450,223340,198849,58822,-1,200641,59966,195735,116535,169187,122798,97032,171287,41733,81880,116643,-1,-1,110979,118748,92217,win,2019/20
Burnley,Wolverhampton Wanderers,98747,17761,103914,17997,41674,-1,433154,172782,60551,39487,-1,60689,44683,-1,38533,90585,94147,107613,-1,216054,19624,159533,171317,-1,102057,194634,200600,draw,2019/20
Chelsea,Norwich City,109745,41328,82263,103192,102380,-1,85955,91651,126187,-1,-1,47431,176413,44346,20480,194799,198826,232980,84384,76306,193111,78607,89470,18665,81048,-1,-1,win,2019/20
Crystal Palace,Manchester United,40836,55494,74230,19188,40784,-1,60252,50471,66975,50472,-1,82403,80146,-1,51940,201084,184667,214590,95658,220688,141746,74208,195851,176297,148225,-1,-1,lose,2019/20
Everton,Aston Villa,111234,101188,106611,194164,59949,-1,153133,173807,120250,100649,-1,212319,177815,-1,8432,169359,149484,199798,37339,122806,230046,85242,-1,-1,114283,148508,217487,draw,2019/20
Leicester City,Sheffield United,17745,37642,15033,41727,-1,-1,203341,220627,166989,244619,-1,101668,201666,168580,172649,146610,40386,108416,-1,82691,63426,207189,79934,167878,169432,27436,-1,win,2019/20
Manchester City,Bournemouth,121160,58621,97299,102826,57410,-1,165809,59859,27789,209244,20664,205651,-1,-1,225321,56917,154131,235530,171129,78007,152551,56872,168991,40387,154566,-1,-1,win,2019/20
Newcastle United,Tottenham Hotspur,67089,111773,56983,57145,119471,151119,179018,50232,126407,-1,-1,170137,104547,-1,37915,115556,173904,55605,80226,157668,45268,200826,-1,-1,85971,78830,95715,lose,2019/20
Southampton,Brighton and Hove Albion,58376,171771,93100,132015,214470,-1,83283,101178,214466,78056,-1,84939,220598,-1,131897,83299,110735,78916,-1,40845,109345,232792,66242,-1,115382,116216,20529,draw,2019/20
West Ham United,Watford,37096,55459,219924,40669,222018,-1,18073,204480,178186,215439,217593,57531,-1,-1,9089,60232,155651,54484,85624,232185,43250,121599,50175,108413,41725,-1,-1,win,2019/20
Aston Villa,Arsenal,8432,169359,149484,199798,37339,-1,122806,230046,85242,-1,-1,114283,148508,217487,98980,156074,41270,111457,-1,223340,198849,58822,182539,-1,205533,59966,54694,win,2019/20
Bournemouth,Southampton,225321,56917,154131,235530,171129,-1,168991,152551,56872,111317,-1,75115,78007,-1,58376,40146,88900,93100,158534,91047,78056,101178,83283,-1,84939,20452,-1,lose,2019/20
Brighton and Hove Albion,Newcastle United,131897,78916,110735,232792,83299,-1,60307,116216,227127,40845,74471,115382,-1,-1,67089,57145,111773,38290,-1,56983,109528,179018,50232,126407,170137,104547,-1,draw,2019/20
Liverpool,Chelsea,116535,169187,122798,97032,171287,-1,116643,175592,41733,-1,-1,110979,118748,92217,109745,41328,103192,102380,-1,82263,85955,91651,225796,-1,47431,184341,44346,win,2019/20
Manchester United,West Ham United,51940,95658,184667,232937,201084,-1,176297,141746,74208,220688,62398,148225,-1,-1,37096,55459,219924,40669,222018,18073,204480,178186,215439,217593,57531,-1,-1,draw,2019/20
Norwich City,Burnley,20480,194799,198826,232980,84384,-1,195546,193111,78607,89470,18665,81048,-1,-1,98747,17761,39487,17997,41674,172782,433154,60586,60551,-1,60689,44683,-1,lose,2019/20
Sheffield United,Everton,172649,146610,40386,108416,-1,-1,82691,63426,207189,79934,167878,169432,27436,-1,111234,101188,106611,480455,102747,212319,173807,55422,120250,20467,177815,-1,-1,lose,2019/20
Tottenham Hotspur,Leicester City,37915,115556,173904,55605,80226,-1,85971,45268,200826,95715,157668,78830,-1,-1,17745,37642,15033,41727,-1,203341,220627,166989,244619,-1,101668,201666,168580,win,2019/20
Watford,Manchester City,9089,60232,20145,54484,85624,-1,108413,43250,121599,232185,61566,41725,-1,-1,121160,58621,121145,146941,432656,165809,220566,61366,-1,-1,103955,205651,209244,lose,2019/20
Wolverhampton Wanderers,Crystal Palace,38533,94147,151589,90585,-1,-1,171317,114128,19624,87835,-1,102057,159533,200600,40836,55494,40784,244723,19188,86417,50471,60252,50472,-1,82403,80146,-1,win,2019/20
Arsenal,Watford,98980,154043,192895,156074,41270,-1,84450,182539,54694,200089,195735,59966,-1,-1,9089,60232,155651,54484,85624,121599,108413,232185,61566,-1,50175,41725,-1,win,2019/20
Burnley,Brighton and Hove Albion,98747,17761,39487,17997,41674,-1,172782,433154,60586,60551,-1,60689,44683,-1,131897,83299,110735,78916,-1,109345,227127,232792,40845,-1,115382,243016,233425,lose,2019/20
Chelsea,Wolverhampton Wanderers,20310,41328,103192,102380,-1,-1,82263,85955,91651,225796,-1,44346,184341,176413,38533,90585,94147,107613,-1,87835,171317,114128,151589,-1,194634,247632,102057,win,2019/20
Crystal Palace,Tottenham Hotspur,40836,19188,244723,55494,55037,-1,86417,50471,60252,50472,-1,82403,80146,-1,37915,115556,80226,55605,93264,85971,45268,200826,95715,157668,78830,-1,-1,draw,2019/20
Everton,Bournemouth,111234,101188,106611,59949,480455,-1,212319,173807,55422,120250,20467,242058,-1,-1,225321,56917,54469,235530,171129,152551,111317,40387,78007,-1,75115,154566,-1,lose,2019/20
Leicester City,Manchester United,17745,15033,37642,220627,-1,-1,166989,203341,51938,197469,244619,101668,173515,-1,51940,214590,184667,95658,232937,176297,141746,74208,220688,62398,148225,-1,-1,lose,2019/20
Manchester City,Norwich City,121160,58621,121145,146941,432656,-1,61366,220566,20664,-1,-1,103955,205651,209244,20480,192303,198826,194799,232980,76306,193111,71738,78607,89470,57127,-1,-1,win,2019/20
Newcastle United,Liverpool,67089,57145,109528,38290,-1,-1,56983,116543,179018,50232,126407,170137,104547,-1,116535,122798,97032,171287,215136,175592,15157,41733,-1,-1,81880,157882,152760,lose,2019/20
Southampton,Sheffield United,58376,88900,158534,93100,40146,-1,91047,78056,101178,83283,-1,84939,200439,-1,172649,40386,108416,83427,-1,82691,63426,47247,153723,207189,169432,18867,-1,win,2019/20
West Ham United,Aston Villa,37096,81012,219924,40669,222018,-1,18073,204480,178186,215439,217593,57531,-1,-1,8432,199798,203368,149484,169359,114283,122806,230046,85242,148508,217487,-1,-1,draw,2019/20
Tottenham Hotspur,Burnley,102884,173904,80226,39194,55605,-1,85971,108823,95715,45268,93264,78830,-1,-1,98747,51927,68983,17761,39487,90517,40145,83314,433154,-1,60689,44683,-1,win,2019/20
Aston Villa,Chelsea,98980,169359,149484,199798,123354,-1,184704,122806,114283,193488,110504,178301,-1,-1,228286,225796,51090,102380,-1,172850,85955,41328,91651,-1,184341,165153,176413,win,2020/21
Arsenal,Brighton and Hove Albion,80201,192895,156074,226597,101184,-1,84450,184029,195735,167199,209289,54694,-1,-1,215059,83299,110735,198869,78916,60307,227127,243505,-1,-1,116216,243016,165210,win,2020/21
Leeds United,West Bromwich Albion,39790,66588,55914,38588,-1,-1,155405,105377,219961,87873,-1,28690,221399,80954,101982,176420,108053,216616,59940,232787,154043,101394,-1,-1,171975,50229,-1,win,2020/21
Fulham,Newcastle United,155529,109646,167074,82514,-1,-1,96994,101105,168765,203325,-1,166324,244858,219352,67089,57145,106618,111773,56983,50232,200089,180135,-1,-1,179018,170137,-1,lose,2020/21
Liverpool,Crystal Palace,116535,219937,169187,197464,122798,-1,41733,61558,116643,-1,-1,110979,118748,92217,40836,49413,19419,244723,55494,55037,173954,50472,-1,-1,82403,60252,80146,win,2020/21
Everton,Wolverhampton Wanderers,111234,101188,106611,198826,164511,-1,121599,59949,119765,55422,-1,177815,212319,-1,19236,94147,90585,214048,-1,19624,448514,200402,171317,-1,159533,449988,222531,win,2020/21
Wolverhampton Wanderers,Manchester United,38533,94147,90585,107613,-1,-1,151589,448514,200402,171317,19624,159533,449988,-1,172649,152590,197365,232937,180804,180184,43670,449434,200617,62398,493250,-1,-1,lose,2020/21
West Ham United,Southampton,37096,55459,164555,40669,60232,-1,178186,215439,109322,217593,204480,57531,-1,-1,58376,158534,93100,171771,450527,101178,91047,83283,240143,-1,84939,157882,-1,win,2020/21
Leicester City,Tottenham Hotspur,17745,218031,166477,444463,244619,-1,166989,172780,51938,203341,-1,101668,173515,-1,37915,199249,87835,173904,55605,85971,132015,194252,108823,157668,78830,-1,-1,lose,2020/21
Sheffield United,Burnley,225321,40386,108416,83427,-1,-1,82691,63426,47247,79934,-1,27436,167878,523700,168399,103914,17761,68983,218023,60586,433154,40145,60551,-1,60689,172782,-1,win,2020/21
Aston Villa,Fulham,98980,149484,199796,199798,169359,-1,110504,122775,193488,230046,122806,178301,-1,-1,84182,174874,167074,109646,159506,126187,153366,96994,151086,219352,128389,-1,-1,win,2020/21
Newcastle United,Tottenham Hotspur,67089,114243,56983,101148,111773,106618,179018,50232,180135,-1,-1,180974,104547,-1,37915,199249,173904,214225,199584,132015,95715,200826,231372,-1,78830,245824,-1,draw,2020/21
West Bromwich Albion,West Ham United,101982,176420,108053,59940,146426,-1,154043,50229,232787,101394,-1,49440,210407,-1,32259,55459,164555,40669,60232,109322,172841,204480,217593,215439,57531,-1,-1,lose,2020/21
Crystal Palace,Arsenal,40836,49413,19419,244723,55494,-1,86417,55037,50472,-1,-1,54861,60252,82403,80201,192895,156074,226597,101184,195735,167199,209289,223340,153256,54694,-1,-1,lose,2020/21
Burnley,Liverpool,168399,17761,51927,68983,103914,-1,60586,433154,40145,60551,-1,60689,172782,-1,116535,219937,169187,197464,122798,41733,61558,116643,-1,-1,110979,118748,92217,lose,2020/21
Newcastle United,Sheffield United,67089,114243,56983,57145,111773,106618,179018,50232,200089,-1,-1,180974,170137,-1,225321,40386,108416,83427,-1,63426,47247,79934,226182,-1,27436,167878,523700,win,2020/21
Leicester City,Manchester City,17745,37642,444463,155569,-1,-1,166989,51938,168580,166477,203341,101668,173515,-1,121160,171314,58621,146941,102826,61366,27789,205651,103025,220566,37572,-1,-1,lose,2020/21
Tottenham Hotspur,Aston Villa,37915,199249,199584,55605,93264,-1,85971,132015,194252,108823,157668,78830,-1,-1,98980,169359,149484,199798,123354,184704,122806,114283,193488,110504,178301,-1,-1,lose,2020/21
Leeds United,Sheffield United,437495,66588,55914,149915,105377,-1,219961,155405,87873,173821,221399,106617,-1,-1,225321,82691,63426,7645,-1,47247,153723,79934,226182,167878,169432,27436,-1,win,2020/21
Chelsea,West Bromwich Albion,228286,41328,103192,51090,-1,-1,225796,85955,91651,82263,-1,165153,176413,124183,101982,176420,108053,216616,59940,210407,154043,50229,101394,-1,164011,-1,-1,lose,2020/21
Southampton,Burnley,40383,158534,171771,40146,93100,-1,101178,91047,20467,240143,-1,84939,83283,-1,98747,51927,68983,17761,39487,172782,433154,60586,60551,-1,60689,81183,-1,win,2020/21
Manchester United,Brighton and Hove Albion,172649,214590,106760,184667,95658,-1,220688,74208,141746,101582,176297,40720,-1,-1,215059,111478,198869,83299,-1,39155,227127,243505,60307,-1,116216,115382,50175,win,2020/21
Arsenal,Liverpool,80201,192895,156074,226597,101184,-1,54694,195735,184029,167199,182539,59966,-1,-1,116535,169187,122798,197464,438277,61558,116643,15157,-1,-1,110979,118748,92217,lose,2020/21
Everton,Crystal Palace,111782,164511,194164,106611,-1,-1,101188,59949,120250,173807,-1,177815,212319,60025,40836,74230,55037,55494,19419,232413,80146,66975,173954,-1,82403,54861,-1,draw,2020/21
Wolverhampton Wanderers,West Ham United,38533,200402,94147,448514,107613,-1,247632,200600,151589,159533,171317,73314,-1,-1,37096,55459,164555,60232,219924,109322,18073,215439,105717,217593,57531,-1,-1,lose,2020/21
Crystal Palace,Chelsea,40836,74230,55037,55494,19419,-1,232413,80146,66975,173954,-1,82403,54861,-1,228286,41328,103192,102380,-1,172850,85955,209046,91651,-1,184341,176413,219847,lose,2020/21
Liverpool,Aston Villa,116535,169187,122798,197464,438277,-1,116643,15157,41733,-1,-1,118748,92217,194634,98980,149484,199796,199798,169359,122806,230046,184704,-1,-1,178301,110504,148508,win,2020/21
Manchester City,Leeds United,121160,126184,121145,97299,102826,-1,165809,206325,27789,-1,-1,103955,205651,224444,437495,66588,55914,149915,105377,219961,165808,173821,155405,87873,106617,-1,-1,lose,2020/21
Fulham,Wolverhampton Wanderers,84182,174874,109434,159506,-1,-1,151086,153366,169528,167074,-1,128389,96994,126187,38533,200402,94147,448514,107613,247632,200600,151589,159533,171317,73314,-1,-1,lose,2020/21
Tottenham Hotspur,Manchester United,37915,199249,80226,93264,214225,-1,132015,200826,231372,-1,-1,78830,85971,95715,172649,214590,106760,184667,95658,195851,74208,141746,101582,176297,40720,-1,-1,lose,2020/21
West Ham United,Leicester City,37096,55459,60232,219924,-1,-1,18073,215439,105717,164555,-1,109322,178186,217593,17745,37642,444463,155569,-1,166989,106837,203341,166477,111931,101668,173515,-1,win,2020/21
Everton,Tottenham Hotspur,111234,198826,106611,194164,101188,-1,55422,173807,119765,153133,-1,212319,60025,-1,37915,93264,214225,55605,-1,132015,199249,80226,45268,-1,78830,85971,231372,draw,2020/21
Manchester United,Burnley,172649,214590,106760,184667,95658,-1,101582,74208,195851,220688,141746,176297,-1,-1,220037,17761,51927,68983,103914,60586,433154,40145,60551,-1,60689,172782,-1,win,2020/21
Tottenham Hotspur,Southampton,37915,199249,80226,93264,55605,-1,85971,132015,36903,200826,231372,95715,-1,-1,58376,158534,93100,171771,450527,101178,91047,20467,203389,-1,200439,84939,-1,win,2020/21
Chelsea,Brighton and Hove Albion,109745,135363,103192,102380,-1,-1,225796,184341,82263,85955,-1,176413,219847,124183,215059,83299,110735,198869,-1,60307,111478,227127,78916,243016,116216,50175,-1,draw,2020/21
Leicester City,West Bromwich Albion,17745,218031,37642,444463,-1,-1,166989,166477,203341,244619,-1,101668,172780,173515,101982,176420,108053,216616,59940,50229,154043,171975,101394,-1,210407,164011,-1,win,2020/21
Arsenal,Everton,80201,101184,92371,84450,156074,-1,209289,167199,195735,182539,223340,205533,-1,-1,111234,59949,194164,101188,198826,212319,119765,60025,120250,55422,177815,-1,-1,lose,2020/21
Wolverhampton Wanderers,Sheffield United,38533,94147,90585,107613,-1,-1,151589,200402,448514,19624,-1,73314,159533,200600,225321,199598,108416,109638,-1,82691,63426,47247,79934,-1,195473,27436,167878,win,2020/21
West Ham United,Chelsea,37096,219924,166640,40669,-1,-1,18073,215439,81012,164555,-1,109322,178186,217593,228286,135363,51090,102380,-1,172850,85955,41328,116594,-1,184341,165153,176413,lose,2020/21
Arsenal,Fulham,131897,84450,156074,226597,98745,-1,223340,153256,182539,209289,444145,59966,-1,-1,84182,174874,169528,109646,159506,96994,151086,219352,203325,-1,166324,195480,-1,draw,2020/21
Liverpool,Newcastle United,116535,122798,169187,438277,116643,-1,110979,61558,118748,41733,-1,92217,194634,-1,67089,56983,57145,58845,106618,179018,50232,180135,-1,-1,180974,170137,-1,draw,2020/21
Aston Villa,Manchester City,98980,149484,199796,199798,169359,-1,110504,122806,230046,232653,184704,178301,-1,-1,121160,206325,58621,171314,97299,59859,220566,165809,-1,-1,103025,205651,209244,lose,2020/21
Leeds United,Liverpool,437495,66588,222694,149915,105377,-1,221399,87873,155405,173821,165808,106617,-1,-1,116535,122798,169187,438277,116643,15157,41733,61558,-1,-1,92217,194634,110979,draw,2020/21
Leeds United,Manchester United,437495,66588,222694,149915,105377,-1,221399,87873,155405,173821,165808,106617,-1,-1,172649,214590,106760,184667,95658,141746,176297,200617,195851,101582,220688,-1,-1,draw,2020/21
