home/name,away/name,home/gk_0,home/df_0,home/df_1,home/df_2,home/df_3,home/df_4,home/mf_0,home/mf_1,home/mf_2,home/mf_3,home/mf_4,home/fw_0,home/fw_1,home/fw_2,away/gk_0,away/df_0,away/df_1,away/df_2,away/df_3,away/mf_0,away/mf_1,away/mf_2,away/mf_3,away/mf_4,away/fw_0,away/fw_1,away/fw_2,home_result,season
Aston Villa,Newcastle United,98980,199796,149484,199798,18892,-1,232653,230046,122806,-1,-1,195546,84939,193488,155503,119471,101148,56983,57145,200089,179018,153127,-1,-1,170137,75115,-1,win,2021/22
Liverpool,Burnley,116535,60914,169187,214285,97032,-1,56979,175592,444884,-1,-1,194634,110979,118748,98747,17761,51927,68983,103914,60586,172782,433154,40145,-1,60689,44699,-1,win,2021/22
Arsenal,Chelsea,80201,192895,58822,156074,92371,-1,223340,209289,437742,84450,195735,444145,-1,-1,228286,135363,41328,102380,-1,82263,91651,225796,85955,-1,219847,66749,184341,lose,2021/22
Wolverhampton Wanderers,Tottenham Hotspur,149065,94147,214048,107613,-1,-1,19624,171317,200402,111291,-1,102057,159533,222564,37915,199249,93264,173904,199584,108823,209042,132015,-1,-1,85971,95715,194252,lose,2021/22
Southampton,Manchester United,58376,450527,441191,244560,88900,-1,101178,78056,431131,20467,-1,200439,155511,-1,51940,214590,184667,95658,106760,220688,74208,101582,141746,62398,148225,-1,-1,draw,2021/22
West Ham United,Leicester City,37096,55459,60232,164555,40669,-1,178186,217593,172841,215439,204480,57531,-1,-1,17745,218031,111931,244619,155569,166989,172780,201666,203341,168580,101668,-1,-1,win,2021/22
Liverpool,Chelsea,116535,169187,122798,60914,97032,-1,56979,116643,444884,-1,-1,110979,118748,92217,228286,135363,41328,102380,-1,82263,116594,225796,85955,-1,219847,66749,184341,draw,2021/22
West Ham United,Crystal Palace,37096,55459,60232,164555,40669,-1,178186,217593,172841,215439,204480,57531,-1,-1,40836,174874,55494,244723,209036,232787,50471,55037,-1,-1,82403,80146,54861,draw,2021/22
Chelsea,Southampton,228286,51090,180736,102380,-1,-1,41328,172850,126187,91651,-1,209046,66749,165153,58376,158534,171771,441191,450527,101178,78056,203389,20467,-1,83283,155511,-1,win,2021/22
Manchester United,Everton,51940,106760,214590,184667,90152,-1,141746,101582,195851,148225,220688,40720,-1,-1,111234,101188,106611,198826,164511,121599,119765,60252,232826,-1,172632,57134,-1,draw,2021/22
Burnley,Norwich City,98747,17761,432830,68983,103914,-1,433154,172782,17349,60551,-1,60689,81183,-1,20480,232980,83428,83312,438277,179276,212325,78607,-1,-1,57127,215476,-1,draw,2021/22
Liverpool,Manchester City,116535,122798,60914,97032,15157,-1,56979,116643,206915,-1,-1,194634,110979,118748,121160,146941,121145,58621,171314,165809,220566,61366,-1,-1,114283,209244,205651,draw,2021/22
West Ham United,Brentford,37096,55459,164555,103192,40669,-1,178186,217593,172841,215439,204480,57531,-1,-1,154561,61810,231065,48760,-1,174932,194010,128295,432160,428580,144485,446008,-1,lose,2021/22
Tottenham Hotspur,Aston Villa,37915,199249,241157,93264,221632,-1,95715,132015,209042,85971,231372,78830,-1,-1,98980,149484,199798,123354,-1,169359,230046,232653,199796,122806,178301,84939,-1,win,2021/22
Crystal Palace,Leicester City,40836,174874,55494,244723,209036,-1,232787,50471,66975,-1,-1,199670,80146,82403,17745,40146,166477,93100,218031,201666,166989,197469,219352,-1,101668,173515,-1,draw,2021/22
Brentford,Chelsea,154561,61810,231065,48760,-1,-1,174932,194010,128295,207283,428580,144485,446008,-1,228286,180736,204727,135363,-1,41328,172850,116594,126187,91651,165153,66749,-1,lose,2021/22
Southampton,Leeds United,58376,171771,450527,244560,441191,-1,431131,240143,78056,96787,-1,83283,440323,-1,437495,222694,149915,55914,-1,72222,173821,87873,221610,-1,221399,80954,200617,win,2021/22
Norwich City,Brighton and Hove Albion,20480,232980,83428,83312,438277,189627,179276,212325,78607,-1,-1,57127,215476,-1,215059,83299,78916,61933,-1,60307,179268,111478,243505,39155,116216,115382,-1,draw,2021/22
Manchester City,Burnley,164484,121145,146941,97299,126184,-1,165809,220566,61366,-1,-1,103955,209244,103025,98747,432830,68983,17761,39487,172782,433154,40145,60551,-1,149519,60689,-1,win,2021/22
Leicester City,Manchester United,17745,218031,155569,37642,-1,-1,166989,166477,111931,225902,-1,172780,101668,173515,51940,214590,184667,95658,106760,220688,74208,209243,141746,62398,14937,-1,-1,win,2021/22
Aston Villa,Wolverhampton Wanderers,98980,149484,199798,180804,-1,-1,169359,230046,122806,199796,-1,178301,195546,84939,149065,94147,214048,107613,-1,19624,171317,200402,111291,-1,184754,151589,159533,lose,2021/22
Watford,Liverpool,9089,38290,131304,155651,41338,54484,230251,45268,244716,69143,-1,232185,-1,-1,200720,169187,122798,60914,97032,56979,175592,15157,-1,-1,110979,118748,92217,lose,2021/22
Newcastle United,Tottenham Hotspur,59735,109528,58845,101148,56983,-1,170137,180974,180135,153127,200089,75115,-1,-1,37915,199249,241157,93264,221632,95715,132015,209042,85971,231372,78830,-1,-1,lose,2021/22
Everton,West Ham United,111234,101188,106611,59949,198826,-1,153133,121599,60252,119765,-1,172632,57134,-1,37096,103192,222018,55459,40669,178186,217593,172841,215439,204480,57531,-1,-1,lose,2021/22
Arsenal,Crystal Palace,225321,226597,198869,192895,223723,-1,209289,167199,223340,184029,195735,54694,-1,-1,40836,174874,55494,244723,209036,232787,50471,199670,80146,66975,54861,-1,-1,draw,2021/22
Brighton and Hove Albion,Manchester City,215059,78916,111478,83299,-1,-1,109345,60307,179268,243505,39155,116216,115382,-1,121160,146941,121145,58621,171314,220566,165809,59859,-1,-1,114283,209244,205651,lose,2021/22
Southampton,Burnley,58376,171771,450527,244560,441191,-1,96787,78056,240143,20467,-1,83283,440323,-1,98747,17761,432830,68983,103914,60551,40145,149519,433154,-1,60689,172782,-1,draw,2021/22
Leeds United,Wolverhampton Wanderers,437495,87873,149915,55914,221610,-1,219961,221399,72222,222694,-1,80954,200617,-1,149065,94147,214048,107613,-1,19624,200402,448514,151589,-1,102057,184754,159533,draw,2021/22
Everton,Watford,111234,101188,106611,59949,198826,-1,60252,119765,232826,173807,-1,172632,57134,-1,9089,232391,131304,155651,41338,130036,45268,232185,244716,69143,78007,-1,-1,lose,2021/22
Crystal Palace,Newcastle United,40836,174874,55494,244723,209036,-1,232787,50471,66975,-1,-1,54861,199670,443661,59735,111773,58845,101148,56983,180135,153127,90105,-1,-1,170137,75115,-1,draw,2021/22
Chelsea,Norwich City,228286,102380,51090,180736,-1,-1,225796,85955,91651,172850,-1,184341,219847,209046,20480,83428,83312,438277,-1,232980,179276,212325,78607,189627,57127,215476,-1,win,2021/22
Arsenal,Aston Villa,225321,226597,198869,223723,437626,-1,59966,167199,437742,223340,209289,54694,-1,-1,98980,149484,199798,180804,-1,169359,230046,122806,199796,-1,178301,195546,84939,win,2021/22
Manchester United,Liverpool,51940,214590,184667,95658,106760,-1,141746,101582,195851,176297,220688,14937,-1,-1,116535,122798,169187,204716,97032,56979,175592,15157,-1,-1,194634,92217,118748,lose,2021/22
West Ham United,Tottenham Hotspur,37096,103192,222018,55459,40669,-1,178186,217593,172841,215439,204480,57531,-1,-1,37915,199249,241157,93264,221632,95715,132015,209042,85971,231372,78830,-1,-1,win,2021/22
Brentford,Leicester City,154561,61810,231065,48760,-1,-1,174932,194010,128295,207283,428580,144485,446008,-1,17745,218031,155569,37642,-1,166989,166477,111931,225902,-1,172780,101668,173515,lose,2021/22
Tottenham Hotspur,Manchester United,37915,241157,93264,115556,221632,-1,200826,132015,209042,95715,85971,78830,-1,-1,51940,95658,184667,90152,-1,141746,101582,214590,195851,106760,14937,40720,-1,lose,2021/22
Watford,Southampton,9089,232391,131304,155651,41338,-1,45268,232185,244716,69143,-1,78007,475168,-1,58376,158534,171771,441191,450527,83283,78056,96787,101178,-1,200439,155511,-1,lose,2021/22
Newcastle United,Chelsea,59735,109528,58845,101148,56983,111773,180135,153127,90105,-1,-1,170137,75115,-1,228286,135363,51090,102380,-1,225796,85955,116594,172850,-1,219847,124183,209046,lose,2021/22
Manchester City,Crystal Palace,121160,146941,121145,58621,171314,-1,165809,220566,61366,-1,-1,114283,209244,205651,40836,174874,55494,244723,209036,232787,50471,55037,-1,-1,199670,80146,82403,lose,2021/22
Liverpool,Brighton and Hove Albion,116535,122798,169187,204716,97032,-1,56979,175592,206915,-1,-1,110979,118748,92217,215059,179268,61933,111478,83299,109345,39155,227127,243505,423649,116216,-1,-1,draw,2021/22
Burnley,Brentford,98747,17761,51927,68983,103914,-1,172782,433154,60586,60551,-1,149519,60689,-1,240796,61810,231065,48760,-1,174932,194010,128295,207283,428580,144485,216620,-1,win,2021/22
Leicester City,Arsenal,17745,218031,155569,37642,-1,-1,166989,166477,244619,225902,-1,172780,101668,173515,225321,226597,198869,223723,437626,209289,167199,223340,437742,-1,54694,59966,-1,lose,2021/22
Aston Villa,West Ham United,98980,199796,169359,199798,123354,-1,122806,232653,184704,-1,-1,178301,195546,215711,37096,103192,222018,55459,40669,178186,217593,172841,215439,204480,57531,-1,-1,lose,2021/22
Norwich City,Leeds United,20480,232980,466404,83428,438277,-1,212723,171270,179276,78607,-1,57127,215476,-1,437495,222694,149915,55914,-1,80954,87873,155405,221610,-1,219961,221399,200617,lose,2021/22
Wolverhampton Wanderers,Everton,149065,94147,214048,107613,-1,-1,19624,171317,200402,448514,-1,102057,184754,222564,111234,59949,194164,198826,106611,153133,60252,119765,160987,-1,212319,172632,-1,win,2021/22
Crystal Palace,Wolverhampton Wanderers,40836,174874,55494,244723,209036,-1,232787,50471,55037,-1,-1,82403,199670,54861,149065,94147,214048,107613,-1,19624,171317,200402,448514,-1,102057,184754,222564,win,2021/22
Chelsea,Burnley,228286,135363,51090,102380,-1,-1,225796,85955,116594,172850,-1,219847,209046,88894,98747,17761,51927,68983,103914,172782,433154,60586,60551,-1,149519,60689,-1,draw,2021/22
Brentford,Norwich City,240796,61810,231065,48760,-1,-1,207283,194010,174932,204580,128295,144485,446008,-1,20480,466404,83312,232937,232980,212723,171270,179276,212325,78607,57127,-1,-1,lose,2021/22
Manchester United,Manchester City,51940,197365,95658,184667,-1,-1,141746,101582,214590,195851,106760,14937,220688,-1,121160,97299,171314,121145,58621,220566,61366,59859,-1,-1,209244,205651,165809,lose,2021/22
Southampton,Aston Villa,58376,158534,171771,441191,450527,-1,91047,78056,96787,101178,-1,200439,155511,-1,98980,199796,169359,149484,180804,122806,195546,215711,193488,184704,178301,-1,-1,win,2021/22
West Ham United,Liverpool,37096,103192,222018,55459,40669,-1,178186,217593,172841,215439,204480,57531,-1,-1,116535,169187,122798,60914,97032,56979,116643,81880,-1,-1,194634,110979,118748,win,2021/22
Leeds United,Leicester City,437495,222694,87873,55914,149915,-1,80954,80179,219961,221399,155405,200617,-1,-1,17745,37642,166477,111931,218031,166989,203341,225902,-1,-1,201666,101668,219352,draw,2021/22
Everton,Tottenham Hotspur,111234,101188,106611,59949,198826,-1,232826,172632,41823,119765,-1,212319,60252,-1,37915,93264,115556,221632,-1,209042,241157,199249,132015,-1,85971,78830,95715,draw,2021/22
Arsenal,Watford,225321,226597,198869,223723,437626,-1,223340,209289,437742,154043,-1,54694,59966,-1,9089,38290,52775,41338,54484,45268,232185,230251,130036,69143,78007,-1,-1,win,2021/22
Brighton and Hove Albion,Newcastle United,215059,179268,61933,111478,83299,-1,109345,232792,227127,423649,39155,116216,-1,-1,59735,111773,58845,101148,56983,153127,50232,179018,170137,-1,75115,-1,-1,draw,2021/22
Wolverhampton Wanderers,West Ham United,149065,94147,214048,107613,-1,-1,19624,171317,200402,448514,-1,102057,200600,184754,37096,60232,222018,103192,55459,178186,217593,172841,215439,204480,57531,-1,-1,win,2021/22
Crystal Palace,Norwich City,40836,174874,55494,244723,209036,-1,86417,55037,108413,-1,-1,231747,199670,80146,107265,113564,83312,235546,189627,243568,428626,439509,212325,78607,432735,-1,-1,win,2021/22
Newcastle United,Manchester United,67089,119471,101148,111773,109528,-1,50232,90105,180974,170137,180135,75115,-1,-1,51940,95658,152590,216051,90152,141746,195851,176297,101582,-1,14937,220688,-1,draw,2021/22
Leicester City,Liverpool,17745,244619,166477,155569,203341,-1,172780,215413,225902,197469,-1,101668,173515,-1,116535,60914,169187,214285,97032,56979,116643,81880,-1,-1,194634,110979,118748,win,2021/22
Brentford,Manchester City,240796,61810,231065,228044,-1,-1,226956,232247,432160,428580,207283,144485,216646,-1,121160,121145,146941,171314,126184,61366,165809,27789,-1,-1,114283,209244,205651,lose,2021/22
Chelsea,Brighton and Hove Albion,228286,135363,41328,102380,-1,-1,91651,176413,225796,85955,-1,209046,66749,184341,215059,179268,111478,78916,-1,109345,232792,227127,39155,-1,243016,115382,243505,draw,2021/22
Manchester United,Burnley,51940,214590,197365,95658,106760,-1,62398,220688,195851,209243,-1,14937,40720,-1,20066,17761,51927,68983,103914,60586,433154,40145,60551,-1,60689,17349,-1,win,2021/22
Watford,Tottenham Hotspur,154506,131304,155651,41338,208973,-1,471471,157775,45268,69143,-1,230251,78007,-1,37915,115556,173904,93264,-1,209042,241157,199249,132015,-1,85971,78830,95715,lose,2021/22
Arsenal,Manchester City,225321,226597,198869,192895,223723,-1,84450,167199,223340,184029,444145,59966,-1,-1,121160,121145,146941,171314,126184,61366,103025,103955,220566,165809,205651,-1,-1,lose,2021/22
Southampton,Everton,40383,158534,171771,441191,450527,-1,91047,78056,96787,101178,-1,200439,440323,-1,111234,59949,106611,153673,194164,153133,119765,232826,180184,-1,212319,177815,-1,win,2021/22
Liverpool,Norwich City,116535,60914,97032,214285,171287,-1,56979,175592,81880,-1,-1,244731,110979,118748,107265,83428,83312,232937,232980,243568,179276,78607,-1,-1,212723,57127,215476,win,2021/22
Crystal Palace,Chelsea,40836,174874,57328,244723,209036,-1,80146,50471,443661,55037,86417,82403,-1,-1,228286,102380,135363,51090,204727,85955,116594,176413,-1,-1,219847,124183,66749,lose,2021/22
Brighton and Hove Albion,Burnley,215059,61933,232792,111478,179268,-1,39155,227127,243505,243016,-1,115382,50175,-1,98747,192290,432830,51927,39487,172782,433154,40145,17349,-1,149519,120202,-1,lose,2021/22
Aston Villa,Watford,98980,199796,101184,101188,149484,-1,232653,230046,122806,-1,-1,195546,84939,84583,9089,171099,41338,54484,162651,471471,43250,45268,-1,-1,232185,230251,78007,lose,2021/22
Arsenal,Brentford,225321,226597,198869,192895,58822,-1,84450,167199,223340,184029,209289,59966,-1,-1,154561,61810,231065,191866,-1,174932,194010,128295,207283,183656,446008,216646,-1,win,2021/22
West Ham United,Newcastle United,37096,55459,60232,103192,81012,-1,178186,217593,172841,215439,204480,57531,-1,-1,67089,111773,119471,78916,169359,180974,200089,50232,-1,-1,60689,90105,114243,draw,2021/22
Wolverhampton Wanderers,Leicester City,149065,94147,214048,107613,-1,-1,19624,171317,200402,448514,151589,102057,200600,-1,17745,218031,111931,244619,155569,166989,215413,203341,-1,-1,245419,51938,219352,win,2021/22
Leeds United,Manchester United,437495,149915,222694,66588,87873,-1,200617,72222,80179,193645,221399,80954,-1,-1,51940,214590,184667,95658,106760,195851,74208,209243,141746,109322,14937,-1,-1,lose,2021/22
Manchester City,Tottenham Hotspur,121160,146941,121145,58621,171314,-1,220566,61366,59859,-1,-1,165809,103955,209244,37915,93264,115556,221632,-1,132015,241157,202993,184349,-1,85971,78830,445044,lose,2021/22
Watford,Crystal Palace,9089,171099,41338,54484,162651,-1,471471,43250,45268,-1,-1,232185,230251,78007,105666,174874,57328,244723,209036,108413,232787,55037,-1,-1,82403,443661,231747,lose,2021/22
Burnley,Tottenham Hotspur,98747,17761,51927,192290,39487,-1,172782,433154,40145,17349,-1,44683,120202,-1,37915,93264,115556,221632,-1,132015,241157,202993,184349,-1,85971,78830,445044,win,2021/22
Arsenal,Wolverhampton Wanderers,225321,226597,198869,192895,58822,-1,84450,167199,223340,184029,444145,59966,-1,-1,149065,94147,214048,107613,-1,19624,171317,200402,448514,-1,102057,200600,184754,win,2021/22
Brighton and Hove Albion,Aston Villa,215059,179268,111478,83299,-1,-1,243016,109345,243505,232792,227127,116216,115382,-1,98980,199796,101188,149484,199798,84583,230046,232653,122806,-1,178301,84939,-1,lose,2021/22
Manchester United,Watford,51940,152590,214590,184667,90152,-1,62398,74208,141746,449434,101582,14937,-1,-1,9089,232391,171099,41338,162651,471471,43250,45268,-1,-1,232185,230251,78007,draw,2021/22
Crystal Palace,Burnley,105666,174874,57328,244723,209036,-1,232787,50471,66975,-1,-1,86417,443661,82403,98747,17761,51927,192290,39487,172782,433154,40145,17349,-1,120202,44683,-1,draw,2021/22
Brentford,Newcastle United,154561,61810,231065,194010,191866,-1,128295,204580,207283,-1,-1,446008,216646,183656,67089,111773,119471,78916,169359,180974,200089,50232,-1,-1,60689,90105,114243,lose,2021/22
Leeds United,Tottenham Hotspur,437495,66588,149915,222694,443967,-1,221399,87873,80179,193645,219961,200617,-1,-1,37915,93264,115556,221632,-1,132015,87835,184349,157668,-1,85971,78830,445044,lose,2021/22
Southampton,Norwich City,40383,158534,171771,441191,450527,-1,91047,78056,96787,101178,-1,200439,440323,-1,107265,83428,83312,232937,232980,243568,212723,179276,78607,215476,57127,-1,-1,win,2021/22
West Ham United,Wolverhampton Wanderers,37096,55459,60232,103192,-1,-1,204480,222018,217593,215439,-1,86934,178186,57531,149065,94147,214048,107613,-1,171317,151589,441271,111291,-1,184754,449988,222564,win,2021/22
West Ham United,Manchester United,37096,55459,164555,103192,40669,-1,217593,204480,180151,215439,-1,178186,172841,-1,51940,95658,214590,90152,106760,101582,74208,195851,141746,220688,14937,-1,-1,lose,2021/22
Tottenham Hotspur,Chelsea,37915,199249,241157,93264,221632,-1,78830,132015,108823,200826,231372,85971,-1,-1,109745,135363,51090,102380,-1,82263,85955,91651,41328,-1,219847,66749,184341,lose,2021/22
Burnley,Leeds United,98747,17761,51927,68983,103914,-1,172782,433154,60586,60551,-1,60689,44699,-1,437495,222694,149915,55914,-1,80954,87873,66588,155405,-1,221399,106617,219961,draw,2021/22
Tottenham Hotspur,Watford,37915,199249,93264,173904,199584,-1,108823,209042,132015,-1,-1,85971,78830,194252,154506,131304,155651,41338,208973,45268,232185,230251,227560,69143,78007,-1,-1,win,2021/22
Manchester City,Arsenal,121160,146941,121145,58621,171314,-1,220566,165809,59859,-1,-1,205651,114283,224444,80201,192895,101184,156074,58822,223340,184029,209289,84450,-1,54694,-1,-1,win,2021/22
Wolverhampton Wanderers,Manchester United,149065,94147,214048,107613,-1,-1,19624,171317,200402,111291,-1,102057,159533,222564,51940,95658,214590,90152,106760,209243,74208,200617,101582,141746,220688,-1,-1,lose,2021/22
Aston Villa,Brentford,98980,199796,169359,199798,180804,-1,195546,230046,18892,193488,478912,84939,-1,-1,154561,61810,231065,191866,-1,204580,194010,174932,128295,-1,446008,205836,144485,draw,2021/22
Brighton and Hove Albion,Everton,215059,61933,110735,83299,-1,-1,39155,227127,243505,60307,-1,116216,243016,115382,111234,59949,106611,194164,101188,121599,119765,60252,172632,-1,212319,177815,-1,lose,2021/22
Newcastle United,Leeds United,59735,153127,58845,101148,109528,56983,180974,200089,179018,180135,-1,170137,-1,-1,437495,443967,55914,87873,66588,219961,80954,200617,72222,155405,106617,-1,-1,draw,2021/22
Wolverhampton Wanderers,Brentford,149065,94147,214048,107613,-1,-1,19624,171317,200402,111291,-1,102057,159533,222564,154561,61810,231065,191866,-1,432160,194010,174932,204580,128295,144485,446008,-1,lose,2021/22
Liverpool,Crystal Palace,116535,97032,214285,15157,204716,-1,56979,61558,116643,-1,-1,194634,110979,118748,40836,174874,55494,244723,209036,232787,50471,55037,-1,-1,82403,80146,54861,win,2021/22
Manchester City,Southampton,121160,126184,171314,121145,58621,-1,165809,59859,27789,-1,-1,103955,205651,114283,58376,158534,171771,441191,88900,83283,78056,96787,101178,-1,200439,155511,-1,draw,2021/22
Norwich City,Watford,20480,83428,438277,232937,232980,-1,243568,179276,78607,-1,-1,212723,57127,215476,9089,38290,131304,41338,54484,45268,232185,230251,43250,69143,78007,-1,-1,lose,2021/22
Southampton,West Ham United,58376,450527,441191,244560,88900,-1,83283,78056,431131,96787,101178,155511,-1,-1,37096,55459,60232,164555,40669,178186,217593,172841,215439,204480,57531,-1,-1,draw,2021/22
Watford,Wolverhampton Wanderers,154506,232391,38290,131304,208973,-1,45268,232185,230251,227560,69143,78007,-1,-1,149065,94147,214048,107613,-1,19624,171317,200402,111291,-1,102057,159533,222564,lose,2021/22
Chelsea,Aston Villa,228286,51090,180736,102380,-1,-1,82263,91651,209046,89335,-1,219847,124183,66749,79852,199796,169359,149484,199798,232653,230046,122806,-1,-1,178301,84939,-1,win,2021/22
Brighton and Hove Albion,Wolverhampton Wanderers,215059,111478,232792,78916,179268,-1,423649,243505,227127,-1,-1,233425,116216,109345,149065,94147,214048,107613,-1,19624,171317,200402,111291,-1,200600,184754,222564,lose,2021/22
Crystal Palace,Southampton,105666,49413,55494,209036,244723,-1,108413,232787,55037,-1,-1,199670,80146,82403,20310,158534,450527,441191,212721,101178,78056,83283,214466,-1,440323,203389,-1,draw,2021/22
Arsenal,West Ham United,225321,226597,198869,192895,223723,-1,84450,167199,223340,444145,-1,184029,59966,-1,37096,60232,164555,219924,105717,86934,204480,217593,178186,215439,57531,-1,-1,win,2021/22
Leicester City,Chelsea,17745,218031,155569,37642,-1,-1,166477,203341,51938,225902,-1,201666,101668,219352,228286,102380,51090,180736,-1,172850,225796,116594,85955,-1,184341,219847,209046,lose,2021/22
Burnley,Crystal Palace,98747,17761,51927,68983,103914,-1,172782,433154,60586,60551,-1,149519,60689,-1,40836,174874,55494,244723,209036,232787,55037,66975,-1,-1,82403,80146,54861,draw,2021/22
Aston Villa,Brighton and Hove Albion,98980,199796,169359,149484,199798,-1,122806,232653,184704,-1,-1,178301,195546,84939,49262,61933,110735,83299,-1,60307,179268,243505,232792,227127,116216,39155,-1,win,2021/22
Newcastle United,Brentford,59735,101148,58845,119471,-1,-1,200089,114243,56983,50232,-1,75115,170137,180974,240796,61810,231065,226956,-1,205836,194010,174932,204580,128295,144485,446008,-1,draw,2021/22
Norwich City,Aston Villa,20480,83312,438277,232937,232980,-1,243568,235546,78607,-1,-1,428626,193111,57127,98980,199796,169359,149484,199798,232653,230046,122806,-1,-1,178301,195546,18892,lose,2021/22
Manchester City,Leeds United,121160,97299,146941,206325,171314,-1,165809,103025,114283,220566,61366,209244,-1,-1,437495,66588,443967,149915,221610,87873,80179,221399,219961,173821,200617,-1,-1,win,2021/22
Norwich City,Manchester United,20480,232980,83428,438277,189627,-1,243568,76306,78607,-1,-1,428626,57127,215476,51940,152590,184667,216051,95658,141746,209243,101582,195851,-1,14937,176297,-1,lose,2021/22
Burnley,West Ham United,98747,17761,51927,68983,103914,-1,60586,433154,40145,60551,-1,60689,44683,-1,37096,60232,164555,219924,105717,204480,86934,178186,172841,215439,57531,-1,-1,draw,2021/22
Leicester City,Newcastle United,17745,37642,244619,218031,166477,-1,166989,172780,201666,215413,203341,245419,-1,-1,67089,119471,101148,109528,194799,200089,50232,179018,170137,-1,180974,75115,-1,win,2021/22
Liverpool,Arsenal,116535,60914,169187,214285,97032,-1,61558,116643,81880,-1,-1,194634,110979,118748,225321,226597,198869,223723,437626,209289,167199,223340,437742,-1,54694,59966,-1,win,2021/22
Crystal Palace,Everton,40836,49413,55494,209036,244723,-1,108413,232787,55037,-1,-1,199670,80146,82403,111234,59949,194164,198826,106611,120250,41823,60252,172632,121599,212319,-1,-1,win,2021/22
Manchester City,Everton,121160,121145,146941,58621,97299,-1,220566,165809,59859,-1,-1,103955,209244,244851,111234,101188,106611,59949,198826,232826,172632,41823,119765,-1,212319,60252,-1,win,2021/22
Tottenham Hotspur,Leeds United,37915,93264,115556,199584,-1,-1,132015,199249,241157,157668,-1,85971,78830,95715,437495,149915,55914,155405,-1,72222,80179,222694,87873,-1,221399,200617,462635,win,2021/22
Norwich City,Crystal Palace,107265,83428,83312,232937,232980,-1,212723,428626,212325,78607,-1,432735,57127,-1,40836,174874,55494,244723,209036,108413,232787,86417,-1,-1,82403,443661,231747,draw,2021/22
West Ham United,Watford,37096,55459,60232,164555,103192,-1,178186,217593,172841,215439,204480,57531,-1,-1,9089,171099,41338,54484,162651,43250,45268,69143,442335,-1,230251,78007,-1,win,2021/22
Tottenham Hotspur,Southampton,37915,221632,115556,173904,-1,-1,132015,199249,241157,157668,-1,85971,78830,95715,40383,158534,171771,244560,450527,91047,78056,96787,101178,-1,200439,440323,-1,lose,2021/22
Newcastle United,Everton,67089,169359,119471,101148,77794,-1,180974,200089,50232,-1,-1,170137,60689,90105,111234,106611,194164,164511,-1,120250,119765,59949,60252,-1,212319,172632,232826,win,2021/22
Burnley,Manchester United,98747,17761,51927,192290,39487,-1,60551,172782,149519,433154,-1,120202,44683,-1,51940,95658,106760,216051,90152,195851,74208,209243,141746,176297,40720,-1,-1,draw,2021/22
Crystal Palace,West Ham United,40836,174874,55494,244723,209036,-1,108413,66975,86417,-1,-1,54861,199670,80146,37096,60232,164555,222018,219924,204480,86934,178186,172841,215439,57531,-1,-1,lose,2021/22
Everton,Brighton and Hove Albion,111234,59949,198826,153673,106611,194164,121599,232826,119765,172632,-1,177815,-1,-1,215059,179268,111478,78916,110735,243016,227127,423649,39155,-1,116216,115382,-1,lose,2021/22
Brentford,Aston Villa,240796,61810,231065,228044,-1,-1,128295,174932,207283,226956,428580,144485,216646,-1,98980,199796,169359,199798,123354,232653,230046,122806,-1,-1,195546,84939,110504,win,2021/22
Burnley,Watford,98747,17761,51927,192290,39487,-1,433154,40845,17349,60551,-1,149519,120202,-1,9089,171099,41338,54484,162651,157775,45268,69143,442335,-1,78007,475168,-1,draw,2021/22
Southampton,Manchester City,40383,158534,171771,244560,450527,-1,101178,78056,83283,91047,-1,200439,440323,-1,121160,146941,121145,58621,171314,165809,220566,61366,-1,-1,103955,209244,114283,draw,2021/22
Arsenal,Burnley,225321,226597,198869,192895,156074,-1,223340,184029,444145,209289,437742,59966,-1,-1,98747,17761,51927,192290,39487,433154,172782,17349,60551,-1,44683,81183,-1,draw,2021/22
Crystal Palace,Liverpool,40836,174874,55494,244723,209036,-1,108413,232787,86417,-1,-1,231747,199670,443661,116535,169187,122798,60914,97032,56979,116643,206915,-1,-1,81880,194634,92217,lose,2021/22
Wolverhampton Wanderers,Southampton,149065,94147,214048,510362,-1,-1,19624,200402,448514,151589,-1,102057,200600,222564,40383,171771,212721,450527,-1,101178,78056,244560,240143,203389,83283,440323,-1,win,2021/22
West Ham United,Norwich City,37096,55459,60232,164555,219924,-1,86934,178186,204480,217593,180151,57531,-1,-1,20480,83428,83312,232937,232980,212723,428626,432735,212325,78607,57127,-1,-1,win,2021/22
Southampton,Brentford,40383,171771,212721,450527,-1,-1,101178,78056,244560,240143,203389,83283,440323,-1,240796,61810,231065,191866,-1,128295,432160,226956,174932,204580,144485,446008,-1,win,2021/22
Manchester United,Wolverhampton Wanderers,51940,214590,106760,76359,90152,-1,62398,220688,195851,209243,-1,14937,40720,-1,149065,94147,214048,107613,-1,19624,171317,200402,111291,-1,102057,200600,222564,lose,2021/22
Liverpool,Leeds United,116535,169187,122798,60914,97032,-1,61558,116643,206915,-1,-1,244731,110979,118748,437495,443967,222694,66588,87873,72222,80179,219961,221399,80954,200617,-1,-1,win,2021/22
Newcastle United,Manchester City,67089,114243,101148,56983,58845,-1,180974,200089,90105,179018,153127,75115,-1,-1,121160,206325,171314,146941,121145,61366,103025,103955,220566,165809,205651,-1,-1,lose,2021/22
Fulham,Manchester United,80201,219924,82514,169528,96994,-1,154296,47431,153682,76357,156689,245824,-1,-1,51940,106760,221820,222690,184667,141746,176297,80607,61256,449434,148225,-1,-1,lose,2022/23
