home_result,pts_0,mp_0,gs_0,a_0,cs_0,gc_0,og_0,ps_0,pm_0,yc_0,rc_0,s_0,b_0,bps_0,i_0,c_0,t_0,ii_0,pts_1,mp_1,gs_1,a_1,cs_1,gc_1,og_1,ps_1,pm_1,yc_1,rc_1,s_1,b_1,bps_1,i_1,c_1,t_1,ii_1,pts_2,mp_2,gs_2,a_2,cs_2,gc_2,og_2,ps_2,pm_2,yc_2,rc_2,s_2,b_2,bps_2,i_2,c_2,t_2,ii_2,pts_3,mp_3,gs_3,a_3,cs_3,gc_3,og_3,ps_3,pm_3,yc_3,rc_3,s_3,b_3,bps_3,i_3,c_3,t_3,ii_3,pts_4,mp_4,gs_4,a_4,cs_4,gc_4,og_4,ps_4,pm_4,yc_4,rc_4,s_4,b_4,bps_4,i_4,c_4,t_4,ii_4,pts_5,mp_5,gs_5,a_5,cs_5,gc_5,og_5,ps_5,pm_5,yc_5,rc_5,s_5,b_5,bps_5,i_5,c_5,t_5,ii_5,pts_6,mp_6,gs_6,a_6,cs_6,gc_6,og_6,ps_6,pm_6,yc_6,rc_6,s_6,b_6,bps_6,i_6,c_6,t_6,ii_6,pts_7,mp_7,gs_7,a_7,cs_7,gc_7,og_7,ps_7,pm_7,yc_7,rc_7,s_7,b_7,bps_7,i_7,c_7,t_7,ii_7,pts_8,mp_8,gs_8,a_8,cs_8,gc_8,og_8,ps_8,pm_8,yc_8,rc_8,s_8,b_8,bps_8,i_8,c_8,t_8,ii_8,pts_9,mp_9,gs_9,a_9,cs_9,gc_9,og_9,ps_9,pm_9,yc_9,rc_9,s_9,b_9,bps_9,i_9,c_9,t_9,ii_9,pts_10,mp_10,gs_10,a_10,cs_10,gc_10,og_10,ps_10,pm_10,yc_10,rc_10,s_10,b_10,bps_10,i_10,c_10,t_10,ii_10,pts_11,mp_11,gs_11,a_11,cs_11,gc_11,og_11,ps_11,pm_11,yc_11,rc_11,s_11,b_11,bps_11,i_11,c_11,t_11,ii_11,pts_12,mp_12,gs_12,a_12,cs_12,gc_12,og_12,ps_12,pm_12,yc_12,rc_12,s_12,b_12,bps_12,i_12,c_12,t_12,ii_12,pts_13,mp_13,gs_13,a_13,cs_13,gc_13,og_13,ps_13,pm_13,yc_13,rc_13,s_13,b_13,bps_13,i_13,c_13,t_13,ii_13,pts_14,mp_14,gs_14,a_14,cs_14,gc_14,og_14,ps_14,pm_14,yc_14,rc_14,s_14,b_14,bps_14,i_14,c_14,t_14,ii_14,pts_15,mp_15,gs_15,a_15,cs_15,gc_15,og_15,ps_15,pm_15,yc_15,rc_15,s_15,b_15,bps_15,i_15,c_15,t_15,ii_15,pts_16,mp_16,gs_16,a_16,cs_16,gc_16,og_16,ps_16,pm_16,yc_16,rc_16,s_16,b_16,bps_16,i_16,c_16,t_16,ii_16,pts_17,mp_17,gs_17,a_17,cs_17,gc_17,og_17,ps_17,pm_17,yc_17,rc_17,s_17,b_17,bps_17,i_17,c_17,t_17,ii_17,pts_18,mp_18,gs_18,a_18,cs_18,gc_18,og_18,ps_18,pm_18,yc_18,rc_18,s_18,b_18,bps_18,i_18,c_18,t_18,ii_18,pts_19,mp_19,gs_19,a_19,cs_19,gc_19,og_19,ps_19,pm_19,yc_19,rc_19,s_19,b_19,bps_19,i_19,c_19,t_19,ii_19,pts_20,mp_20,gs_20,a_20,cs_20,gc_20,og_20,ps_20,pm_20,yc_20,rc_20,s_20,b_20,bps_20,i_20,c_20,t_20,ii_20,pts_21,mp_21,gs_21,a_21,cs_21,gc_21,og_21,ps_21,pm_21,yc_21,rc_21,s_21,b_21,bps_21,i_21,c_21,t_21,ii_21,pts_22,mp_22,gs_22,a_22,cs_22,gc_22,og_22,ps_22,pm_22,yc_22,rc_22,s_22,b_22,bps_22,i_22,c_22,t_22,ii_22,pts_23,mp_23,gs_23,a_23,cs_23,gc_23,og_23,ps_23,pm_23,yc_23,rc_23,s_23,b_23,bps_23,i_23,c_23,t_23,ii_23,pts_24,mp_24,gs_24,a_24,cs_24,gc_24,og_24,ps_24,pm_24,yc_24,rc_24,s_24,b_24,bps_24,i_24,c_24,t_24,ii_24,pts_25,mp_25,gs_25,a_25,cs_25,gc_25,og_25,ps_25,pm_25,yc_25,rc_25,s_25,b_25,bps_25,i_25,c_25,t_25,ii_25,pts,mp,gs,a,cs,gc,og,ps,pm,yc,rc,s,b,bps,i,c,t,ii
lose,83.0,2117.0,0.0,0.0,5.0,34.0,0.0,1.0,0.0,1.0,0.0,72.0,5.0,414.0,531.2,0.0,0.0,53.2,79.0,2727.0,3.0,0.0,5.0,51.0,0.0,0.0,0.0,7.0,0.0,0.0,5.0,444.0,535.4,441.0,180.0,115.9,74.0,2235.0,0.0,3.0,7.0,39.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,423.0,491.2,333.7,76.0,90.5,76.0,2765.0,3.0,1.0,4.0,54.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,424.0,610.0,64.3,210.0,88.7,,,,,,,,,,,,,,,,,,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,1370.0,0.0,3.0,2.0,30.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,234.0,219.0,464.8,281.0,96.5,105.0,3420.0,1.0,5.0,7.0,62.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,616.0,715.8,350.8,259.0,132.5,111.0,1767.0,10.0,4.0,3.0,30.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,284.0,552.8,377.4,1094.0,201.7,,,,,,,,,,,,,,,,,,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,133.0,3071.0,0.0,0.0,16.0,31.0,0.0,0.0,0.0,3.0,1.0,68.0,2.0,645.0,608.6,16.0,0.0,62.3,114.0,2392.0,1.0,4.0,12.0,24.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,573.0,435.6,394.4,169.0,100.1,63.0,1096.0,1.0,0.0,8.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,298.0,246.8,62.2,79.0,38.7,34.0,1118.0,0.0,0.0,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.0,216.4,53.0,66.0,33.7,49.0,1271.0,0.0,0.0,6.0,15.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,295.0,232.0,375.8,102.0,71.2,251.0,2790.0,13.0,23.0,18.0,22.0,0.0,0.0,0.0,3.0,0.0,0.0,35.0,988.0,1322.2,1990.8,1005.0,432.1,92.0,2480.0,3.0,2.0,14.0,27.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,516.0,599.2,532.6,193.0,132.3,,,,,,,,,,,,,,,,,,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,204.0,2651.0,20.0,6.0,13.0,31.0,0.0,0.0,2.0,5.0,0.0,0.0,20.0,642.0,921.6,751.3,1829.0,350.2,146.0,2018.0,14.0,8.0,12.0,14.0,0.0,0.0,1.0,3.0,0.0,0.0,17.0,535.0,757.6,447.7,1620.0,282.1,175.0,1934.0,11.0,14.0,10.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,668.0,814.2,885.8,1094.0,279.5
win,98.0,1808.0,0.0,0.0,6.0,21.0,0.0,1.0,0.0,0.0,0.0,80.0,13.0,422.0,564.6,0.0,0.0,56.5,64.0,2431.0,0.0,2.0,4.0,37.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,443.0,550.0,31.0,82.0,66.5,32.0,944.0,0.0,1.0,2.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,194.0,168.2,108.6,48.0,32.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,52.0,2223.0,0.0,0.0,6.0,31.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,369.0,361.8,323.4,74.0,76.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,158.0,2588.0,18.0,2.0,6.0,36.0,0.0,0.0,0.0,4.0,0.0,0.0,26.0,587.0,843.8,391.0,1071.0,230.6,100.0,2235.0,4.0,5.0,6.0,29.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,330.0,494.6,477.1,751.0,172.1,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,59.0,1794.0,0.0,0.0,4.0,35.0,1.0,0.0,0.0,0.0,0.0,67.0,3.0,346.0,507.4,0.3,0.0,50.7,90.0,2902.0,2.0,2.0,6.0,53.0,0.0,0.0,0.0,7.0,0.0,0.0,9.0,537.0,758.0,87.3,119.0,96.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,2312.0,3.0,3.0,6.0,41.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,321.0,458.6,503.3,499.0,145.9,,,,,,,,,,,,,,,,,,,93.0,2046.0,4.0,5.0,5.0,48.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,281.0,383.2,482.2,655.0,152.0,149.0,3233.0,8.0,7.0,7.0,63.0,0.0,0.0,1.0,8.0,0.0,0.0,19.0,601.0,826.6,1209.2,837.0,287.0,,,,,,,,,,,,,,,,,,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
win,122.0,2543.0,0.0,1.0,13.0,24.0,0.0,0.0,0.0,0.0,1.0,58.0,11.0,558.0,503.0,10.0,0.0,51.5,210.0,3173.0,4.0,15.0,14.0,32.0,0.0,0.0,0.0,5.0,0.0,0.0,24.0,904.0,1026.8,1380.3,420.0,282.8,181.0,3111.0,2.0,12.0,13.0,31.0,0.0,0.0,0.0,2.0,0.0,0.0,20.0,847.0,845.8,980.2,389.0,221.7,178.0,3420.0,5.0,2.0,15.0,33.0,0.0,0.0,0.0,1.0,0.0,0.0,14.0,804.0,930.2,152.4,467.0,154.8,93.0,1999.0,0.0,0.0,12.0,16.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,461.0,390.6,105.7,12.0,50.9,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,116.0,2234.0,4.0,5.0,16.0,14.0,0.0,0.0,0.0,2.0,0.0,0.0,11.0,530.0,582.6,425.9,275.0,128.5,77.0,2073.0,2.0,3.0,6.0,26.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,403.0,431.6,322.4,85.0,84.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,233.0,2879.0,19.0,10.0,16.0,26.0,0.0,0.0,0.0,1.0,0.0,0.0,26.0,661.0,1061.2,834.8,2156.0,405.1,155.0,2985.0,9.0,9.0,16.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,592.0,733.6,703.0,1638.0,307.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,2644.0,0.0,0.0,3.0,62.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,447.0,602.8,57.0,119.0,78.3,48.0,2301.0,1.0,0.0,3.0,56.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,384.0,439.0,262.2,130.0,83.3,,,,,,,,,,,,,,,,,,,94.0,2458.0,1.0,7.0,3.0,54.0,0.0,0.0,0.0,6.0,1.0,0.0,12.0,464.0,711.6,1196.7,401.0,231.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
win,170.0,3420.0,0.0,0.0,15.0,50.0,0.0,1.0,0.0,1.0,0.0,120.0,23.0,789.0,900.0,30.3,2.0,93.1,110.0,2880.0,1.0,2.0,13.0,45.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,549.0,658.8,105.8,362.0,112.9,,,,,,,,,,,,,,,,,,,143.0,3420.0,2.0,3.0,15.0,50.0,0.0,0.0,0.0,10.0,0.0,0.0,14.0,690.0,919.8,167.1,410.0,149.9,,,,,,,,,,,,,,,,,,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,123.0,3339.0,2.0,7.0,16.0,48.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,529.0,644.2,931.4,430.0,200.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,136.0,2436.0,14.0,1.0,11.0,33.0,1.0,0.0,0.0,1.0,0.0,0.0,21.0,384.0,552.2,299.6,1070.0,190.8,,,,,,,,,,,,,,,,,,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,84.0,3057.0,1.0,1.0,7.0,57.0,1.0,0.0,0.0,4.0,0.0,0.0,5.0,539.0,729.8,45.5,95.0,87.5,85.0,2451.0,1.0,3.0,7.0,39.0,0.0,0.0,0.0,4.0,1.0,0.0,8.0,432.0,566.2,101.5,97.0,76.6,51.0,1496.0,1.0,0.0,4.0,26.0,0.0,0.0,0.0,3.0,0.0,0.0,6.0,286.0,363.8,81.3,183.0,62.8,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,51.0,1855.0,0.0,0.0,5.0,38.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,301.0,333.2,272.9,69.0,67.6,117.0,3420.0,5.0,4.0,9.0,60.0,0.0,0.0,2.0,9.0,0.0,0.0,8.0,587.0,864.6,989.9,548.0,240.7,75.0,2742.0,1.0,1.0,7.0,52.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,432.0,436.8,538.5,234.0,121.1,18.0,778.0,0.0,1.0,1.0,20.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,93.0,112.0,44.2,77.0,23.3,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,198.0,2800.0,22.0,2.0,6.0,44.0,0.0,0.0,1.0,3.0,0.0,0.0,40.0,736.0,1010.0,458.3,1558.0,302.4,107.0,2763.0,4.0,4.0,7.0,51.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,412.0,517.2,539.1,752.0,181.2,78.0,1095.0,4.0,4.0,4.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,242.0,226.2,184.9,524.0,92.3
win,143.0,3420.0,0.0,0.0,13.0,36.0,0.0,0.0,0.0,2.0,0.0,95.0,8.0,630.0,695.0,0.0,0.0,69.2,127.0,3070.0,0.0,4.0,12.0,33.0,0.0,0.0,0.0,8.0,0.0,0.0,16.0,659.0,749.2,443.3,133.0,132.8,116.0,3092.0,1.0,0.0,12.0,32.0,1.0,0.0,0.0,6.0,0.0,0.0,9.0,618.0,554.0,73.6,79.0,70.7,67.0,1730.0,0.0,0.0,8.0,15.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,381.0,344.2,321.2,187.0,85.1,123.0,3420.0,1.0,0.0,13.0,36.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,681.0,772.0,214.6,371.0,136.2,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,74.0,1765.0,3.0,2.0,3.0,20.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,310.0,415.6,238.4,310.0,96.4,,,,,,,,,,,,,,,,,,,60.0,1478.0,1.0,3.0,6.0,16.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,198.0,245.6,432.1,343.0,102.3,177.0,2645.0,17.0,8.0,9.0,29.0,0.0,0.0,2.0,3.0,0.0,0.0,31.0,665.0,887.0,563.7,1265.0,271.7,32.0,923.0,1.0,0.0,1.0,14.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,99.0,109.0,278.2,297.0,68.2,200.0,2625.0,17.0,9.0,14.0,27.0,0.0,0.0,1.0,1.0,0.0,0.0,14.0,544.0,855.6,439.3,1297.0,259.4,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,90.0,2970.0,0.0,0.0,8.0,47.0,0.0,0.0,0.0,0.0,0.0,55.0,0.0,507.0,503.6,0.0,0.0,50.2,19.0,1022.0,0.0,0.0,1.0,21.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,181.0,207.8,298.7,225.0,73.2,130.0,3229.0,2.0,6.0,8.0,53.0,0.0,0.0,0.0,1.0,0.0,0.0,16.0,700.0,905.2,708.7,438.0,205.4,,,,,,,,,,,,,,,,,,,62.0,2343.0,0.0,0.0,7.0,37.0,1.0,0.0,0.0,6.0,0.0,0.0,2.0,432.0,518.0,40.1,162.0,71.7,68.0,2065.0,1.0,3.0,4.0,37.0,0.0,0.0,0.0,8.0,0.0,0.0,6.0,461.0,497.0,458.5,186.0,114.0,61.0,1095.0,1.0,5.0,5.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,208.0,266.0,344.3,373.0,98.2,,,,,,,,,,,,,,,,,,,137.0,2865.0,7.0,6.0,9.0,44.0,0.0,0.0,0.0,3.0,0.0,0.0,11.0,510.0,641.2,814.0,974.0,242.8,92.0,2376.0,4.0,3.0,6.0,40.0,0.0,0.0,0.0,10.0,0.0,0.0,9.0,535.0,600.0,422.4,158.0,118.4,,,,,,,,,,,,,,,,,,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
draw,156.0,3420.0,0.0,0.0,13.0,41.0,0.0,2.0,0.0,2.0,0.0,97.0,10.0,707.0,863.4,30.0,2.0,89.6,120.0,3036.0,1.0,1.0,12.0,35.0,0.0,0.0,0.0,4.0,1.0,0.0,12.0,681.0,755.6,79.0,238.0,107.5,123.0,2520.0,3.0,2.0,10.0,27.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,568.0,738.0,446.5,235.0,141.9,128.0,3384.0,1.0,2.0,13.0,41.0,1.0,0.0,0.0,7.0,1.0,0.0,12.0,707.0,755.2,131.9,325.0,121.4,114.0,2374.0,3.0,3.0,9.0,26.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,501.0,546.0,545.4,208.0,130.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,125.0,2624.0,6.0,5.0,10.0,26.0,0.0,0.0,0.0,4.0,0.0,0.0,14.0,548.0,642.4,1246.4,702.0,259.2,117.0,2823.0,3.0,6.0,12.0,35.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,531.0,566.6,805.4,502.0,187.6,129.0,1998.0,8.0,5.0,9.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,402.0,547.4,443.9,779.0,177.3,85.0,2671.0,2.0,1.0,12.0,32.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,443.0,611.6,254.4,205.0,107.2,35.0,883.0,1.0,1.0,3.0,12.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,153.0,177.6,70.0,83.0,33.1,210.0,3032.0,23.0,7.0,11.0,38.0,0.0,0.0,1.0,3.0,0.0,0.0,34.0,775.0,1026.0,418.4,1455.0,288.8,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,118.0,3420.0,0.0,0.0,13.0,40.0,0.0,0.0,0.0,5.0,0.0,0.0,7.0,648.0,556.4,68.8,0.0,62.4,,,,,,,,,,,,,,,,,,,97.0,1980.0,0.0,1.0,12.0,15.0,0.0,0.0,0.0,1.0,1.0,0.0,10.0,470.0,477.0,85.8,119.0,68.4,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,97.0,3053.0,2.0,2.0,13.0,35.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,498.0,538.6,445.4,307.0,129.1,123.0,2885.0,2.0,3.0,11.0,35.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,537.0,543.6,379.2,299.0,122.4,113.0,3105.0,1.0,7.0,11.0,36.0,0.0,0.0,0.0,7.0,0.0,0.0,12.0,617.0,712.0,1200.1,122.0,204.0,167.0,2836.0,4.0,8.0,12.0,31.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,590.0,576.2,340.5,681.0,160.0,100.0,2790.0,4.0,0.0,11.0,34.0,1.0,0.0,0.0,5.0,0.0,0.0,9.0,426.0,529.2,160.6,282.0,96.8,194.0,3241.0,17.0,7.0,15.0,36.0,0.0,0.0,0.0,3.0,0.0,0.0,33.0,685.0,911.6,668.2,1680.0,325.4,105.0,2278.0,7.0,3.0,10.0,28.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,348.0,457.8,453.3,1139.0,204.9,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
draw,126.0,3330.0,0.0,1.0,5.0,62.0,0.0,1.0,0.0,0.0,0.0,128.0,13.0,680.0,973.8,24.0,0.0,99.7,79.0,2503.0,2.0,2.0,4.0,46.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,499.0,691.2,92.7,326.0,111.0,52.0,2427.0,1.0,0.0,3.0,48.0,0.0,0.0,0.0,6.0,1.0,0.0,5.0,362.0,557.2,51.5,159.0,77.2,27.0,911.0,1.0,0.0,1.0,19.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,165.0,276.8,20.8,138.0,43.7,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,49.0,2055.0,0.0,1.0,4.0,40.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,309.0,309.6,183.0,97.0,58.8,,,,,,,,,,,,,,,,,,,68.0,2526.0,1.0,1.0,5.0,41.0,0.0,0.0,0.0,8.0,0.0,0.0,5.0,347.0,545.4,239.8,342.0,112.9,65.0,2702.0,1.0,2.0,4.0,49.0,0.0,0.0,0.0,11.0,1.0,0.0,2.0,376.0,439.0,189.4,169.0,79.4,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,116.0,2906.0,8.0,6.0,4.0,53.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,321.0,397.4,391.1,848.0,162.6,73.0,2061.0,1.0,5.0,4.0,34.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,305.0,355.6,627.1,440.0,141.9,,,,,,,,,,,,,,,,,,,160.0,3240.0,0.0,1.0,13.0,33.0,0.0,1.0,0.0,2.0,0.0,97.0,16.0,688.0,718.8,10.0,18.0,74.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0
