0,1,2,id,name,season
0.556698135904843,0.3575281852089807,-0.3823114933928484,468236.0,Yan Couto,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,447880.0,Josh Wilson-Esbrand,2021/22
1.522915401573793,-0.9352999480364858,-0.31183127039450576,216646.0,Yoane Wissa,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,491556.0,Charlie Whitaker,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,515503.0,Jack Wells-Morrison,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,498367.0,Dylan Williams,2021/22
1.6457259384722391,-0.3070987017066895,-2.0781256596613686,120202.0,Wout Weghorst,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,461548.0,Zidane Iqbal,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,162344.0,Philip Zinckernagel,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,420922.0,Jan Zamburek,2021/22
0.5565099643555019,0.3501334214760709,-0.4283308696072423,460029.0,Nathan Young-Coombes,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,514229.0,Sam Waller,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,461584.0,Wanya Marçal-Madivadua,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,514354.0,Mikki van Sas,2021/22
-2.4187939008575907,-0.3207663546775863,0.17254450120482467,90152.0,Raphaël Varane,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,105518.0,Joel Valencia,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,450434.0,Deniz Undav,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,448496.0,Ed Turns,2021/22
1.372418433631702,-0.0006161796904139139,-0.27863966388571415,439509.0,Christos Tzolis,2021/22
-0.39039640797147906,-0.7028245081959665,0.31435183538573214,130036.0,Ozan Tufan,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,461046.0,Antef Tsoungui,2021/22
-1.8937083357148978,0.08067184865820215,-0.5300546081933223,131304.0,William Troost-Ekong,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,201410.0,Auston Trusty,2021/22
1.3815215463159622,-0.4437694109148054,-0.20620970010951578,222564.0,Trincão,2021/22
2.6390940921676926,-1.7825657404346062,0.5191413240966402,446281.0,Tony Springett,2021/22
-1.933320989984937,0.42107628430302774,0.4192995147175684,510362.0,Toti,2021/22
2.2621940304938297,-0.8913672012584087,-3.0285060585932757,144485.0,Ivan Toney,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,451310.0,Jonathan Tomkinson,2021/22
-2.0224672130208416,-0.1427801347198308,-0.3107282531357062,223723.0,Takehiro Tomiyasu,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,232245.0,Zak Swanson,2021/22
-0.39951910881497577,-0.5041436510574726,0.6543324347111453,235546.0,Jacob Sørensen,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,448482.0,Robert Street,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,518504.0,James Storer,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,442416.0,Toby Stevenson,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,447902.0,Kamal Sowah,2021/22
-0.023931491031465524,-0.19630593487155082,0.08134365808395158,450550.0,Finley Stevens,2021/22
0.26243124801064993,-1.0799996869176156,0.8927439468565194,225902.0,Boubakary Soumaré,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,224909.0,Sebastian Soto,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,487827.0,Jude Soonsup-Bell,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,248852.0,Tom Smith,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,434044.0,Cieran Slicker,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,217245.0,Danel Sinani,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,450543.0,Xavier Simons,2021/22
-1.896367644779232,0.32103386063984013,-0.5436421384130566,162651.0,Samir,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,461030.0,Kamarai Simon-Swyer,2021/22
0.17265171240523958,-1.2644322025962584,1.6827626281312786,437742.0,Albert Sambi Lokonga,2021/22
2.36501867676925,-0.39196238606185396,-0.42145118962537487,483365.0,Jonathan Rowe,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,244850.0,Morgan Rogers,2021/22
-1.3844843556273498,-0.40156873949667304,-0.5433815427653798,226956.0,Mads Roerslev,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,516211.0,Abdallah Sima,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,232522.0,Nathan Shepperd,2021/22
-1.381803351356296,0.558610572836876,0.04973521047614312,208973.0,Francisco Sierralta,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,240514.0,Kjell Scherpen,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,499857.0,Teddy Sharman-Lowe,2021/22
0.556698135904843,0.3575281852089807,-0.3823114933928484,461529.0,Charlie Savage,2021/22
0.43899858340611936,0.44921105602979877,-0.34512585678032176,441192.0,Jeremy Sarmiento,2021/22
1.277046556688037,-0.4202810159842152,0.7002917378453402,209243.0,Jadon Sancho,2021/22
0.3652757862230246,6.2044062927074926,1.1387971206417262,154561.0,David Raya,2021/22
1.3010675303479469,-0.6984734022152322,0.42272874276324246,212723.0,Milot Rashica,2021/22
